,Eigenvector_value,L140_IRI,L149_IRI,L062_IRI,N048_IRI,N068_IRI,N090_IRI,N098_IRI,L005_IRI,L027_IRI,L031_IRI,L072_IRI,L074_IRI,L078_IRI,L102_IRI,L115_IRI,L133_IRI,L137_IRI
TRIP11,-0.0028178010500739888,-0.15879753125218204,-0.14067458571437355,-0.6639338592944669,0.07605023383405138,-0.8719913256168406,0.23628639867517007,-0.168238843095824,0.5052557353806517,-1.2172096415013305,3.314266291831975,-0.07973959612760548,0.06430365029376091,-0.5819510506964043,-0.6359682631840158,0.8809161180122713,-0.9991690286375876,0.4405952970927563
GP5,-0.001765751592805054,-1.168322311267555,1.944960218403319,0.6275317532755108,-1.6403923163138323,-0.593797056382583,-0.6404536531006633,-0.9119209559046026,1.285590757947811,0.8160136581081738,-0.6062760496031405,-0.9935985630782652,-0.6385713993406748,0.8714679777822041,-0.2492024282128192,0.11663321199885776,0.4336999883502988,1.3466371673379631
SPNS3,-0.0012078590251861467,-0.2622343011327523,1.2632921671910853,0.5000606175015745,-1.41566547230327,1.4478823829601317,-0.762299122382861,-1.1873366531095553,-1.273169772350952,0.8856336563045315,-1.090170747108223,-0.2348855472258917,1.293207013047437,1.5951934534044685,-0.22040429448209276,0.22544597704176675,0.14706347305618556,-0.9116128304115856
RBM43,-0.00919438735305358,-1.2444560968700957,-1.5523613461065002,-1.7236164236905724,0.6540836098493733,0.18252626324864224,-1.7723597712202277,0.2530130107024049,0.8054608594465115,-0.14363548742458992,0.6181752164815906,1.6852940224984114,0.5728346208726965,-0.09683122110809296,-0.3762922823459439,0.5309630319472857,1.0747472311770983,0.5324547625420082
LCOR,-0.0027944854772149847,-0.5573243798570386,-0.3210866392602922,-0.10465055726510115,0.09035422210876627,-0.5882440250077424,-0.3428269497470244,-0.028755628797938027,-0.5960436927994366,3.4797656840062943,-0.13869325197101498,-0.48726304894431083,-0.18365894914740613,1.1308691969524354,-0.23234196561714648,-0.6221398356749516,-0.27232220285086267,-0.22563797612722916
GPRIN3,-0.0043474515326944905,0.011467489289154054,-0.25586527152832794,-0.0008284905299557339,-1.0211891958568338,-0.4707568578040325,-1.0419733091042633,-1.0175815949784863,-1.0050766481529991,2.838610435009082,-0.7535025362654502,-0.04852603668343098,0.5170725643548623,0.4841839809511292,-0.013558886816320266,1.5119537175439932,0.6524526364461927,-0.3868819958743155
ZNF518B,-0.0071941302564053474,-0.23497926157842927,-0.1567641931188853,0.3313062596050632,0.19851599671943745,0.6432896019007243,-2.000080797535421,-2.21452262074105,0.4508615502719596,-0.3174282717440615,0.366450927714233,0.7290778928769884,1.3549184190638577,-0.07609765793805225,0.48641753808771454,1.7130725579267092,-0.1282557233110264,-1.1457822181997654
PHF3,-0.0025247635704330716,0.08584424452994315,-0.011759918316683235,-0.066194441346056,-0.790495783884564,-0.5622381246743559,-0.7215319056763604,-0.6845171858257532,-0.9771809774300858,2.952125783132578,-0.5036366029509076,0.16766118415636508,0.6050624304941273,0.054546309794284584,-0.29050977526611654,1.187464132438961,-0.19610080131047433,-0.2485385678649015
FAM46C,-0.0031081251719625638,-0.0898428692262487,0.09224010395648546,-0.06550252293746482,-0.9613195000367692,-0.053456908637586245,-0.7221284050203108,-0.5889080996249725,-0.7112896953935728,2.7949921746751043,-0.933702085311906,-0.6918864259580406,0.640964227293576,-0.0006531983146063161,0.14266643934333634,2.062787032968705,-0.2602362121008354,-0.6547240556748931
MDFIC,-0.0015310967059125676,-0.8732043923368682,0.6894193109947472,0.8206681022203278,-1.232181369360011,-0.9498046869515573,0.5226253544511648,-0.4076381526452337,-0.45363393009751163,-1.5097541470985791,-0.36615544055884774,-0.15689907344306386,-0.2696460005664437,2.8864449942296657,0.20460876358263633,0.5797479482742771,0.14126767168600318,0.37413504761929994
FAM115C,-0.002411119120853508,-0.5358042272145757,-0.9778775355119153,-0.048814925792687036,-0.15075046083036275,1.3196236164844999,-0.8611142959004728,-0.11154160246836792,-1.172522526184083,0.016207963334631644,-1.762278212837893,1.1469178449165711,-0.9940917644095361,1.2571759190005485,-0.4330670768372491,1.3101287906924692,0.8215216629058671,1.1762868306525585
GUSBP4,-0.001929370690449381,-1.2106384913855506,-0.04476211499044936,-0.561860599919297,-1.506436558633305,0.38248169834065604,1.6455331177160493,-0.12148588030023474,0.42065195224689855,0.6130262511958824,-0.018661367190985875,2.5459511895080618,-0.7654513621076975,0.4513764547644076,-1.014967125827021,0.17589901672112324,0.03357198460462698,-1.024228164743167
MB21D2,-0.001236827844113105,-0.11245300681497628,-0.23566041872941823,-0.3790730230111316,0.3126268414673704,-0.24535871701089962,-0.1829825043956757,-0.28287641465362884,-0.42906278035849815,3.6983933569286562,-0.3101562416547796,-0.3084053752348162,-0.3116138466041174,-0.16294888338131264,-0.3593626041719589,-0.2605080024560987,-0.3053115699056299,-0.12524681001308421
SLC29A2,-0.011220785786141354,-1.7681348548494507,-1.4448032264896742,-1.307445745305526,-0.4407475947282011,0.10503866020858535,-0.44904592215749833,-0.8080147982395433,0.44167248811203036,-0.46226872011264647,0.8988884585783962,0.5410759453955671,-0.6136246134199045,1.742177425399813,1.5028785397247804,1.0282636923189452,0.8137121896197074,0.2203780759446213
ANKMY1,-0.0031068465614361085,-0.3528895362925559,0.46686506846587345,-1.0231403283098708,-1.763559051390769,0.1340425796237599,0.5951419254333411,-1.0298729905502957,-1.1049190574899768,0.45576545578459526,0.04970473500316762,1.319011978704926,0.8987607906728564,-0.8738371785043367,0.43554718796427166,1.3474765879779238,1.5916547041165587,-1.1457528712094611
TRAPPC9,-0.0024707723081694405,-0.08002914572723972,-0.03288199159195111,-0.21576427032249587,-0.31743009608903877,-0.534587681454745,-0.24644497168221707,-0.36312771505278224,-0.6654393554835988,2.586103265632278,1.3779208466606367,-0.5087413164624451,-0.729916790537125,-0.5767628375730528,-0.6470254936760091,1.6499385407720324,-0.27428184485233964,-0.42152914255990437
CCND2,-0.002069289475305736,0.18005362142119818,0.39004758918632904,-0.37792622666094156,-0.3224022551569995,-1.312957508634909,-0.8728596178650811,0.32425342596475515,-0.8788406352041956,-0.07980212395954944,0.5239316909857499,-1.3645735855447814,0.1623760302566478,0.8542116128250092,-1.0764369802256804,2.4916826134578227,1.2081429302933075,0.1510994188613174
ZNF451,-0.00500975603853017,-1.2778069800116634,0.4287094825846618,-0.36862633022832325,0.3742175429901326,-0.9090964990149504,-0.24229143058519886,-0.614179203213711,0.29829418019848986,-0.17214952983624862,0.5090988806382094,0.6797057559362963,-0.792914411106487,0.4801009865966664,-0.37216081064355633,3.2536613526291305,-0.9481060987175018,-0.3264568882159498
ZFP41,-0.004053136990935528,-0.15433195162038274,0.7760892849395924,0.13876270984850775,-0.4751558999351677,-1.2042540195675235,-0.8894725853469214,-0.602198911308523,1.3652781796095923,0.6728965432792268,1.8354423030686717,-0.39125080180283095,-0.21365293945885547,1.5784740845449718,-1.0690155840594555,-0.4817868499261692,0.8372245860009769,-1.7230481482657052
IRS2,-0.002803383033254354,0.17105635020438453,-0.20217291895554312,0.41984432050179543,-0.9794180144255209,-0.7036275818053904,-0.666000277173565,-0.5074983052157711,-0.8294895864486519,0.9692087672844282,-0.990652740611293,-0.3432256307656685,1.2538040960668064,-0.23738269299730969,0.3626204512381402,3.085132818660625,-0.20459486853379372,-0.5976041870236712
BCL2,-0.002078467815259393,-1.7664141218474563,-0.2003331616514258,-0.0010774178726781771,-0.18123645448746312,-0.82102783995116,0.36510080310134246,1.3335262957099503,0.2635132678532573,-0.13766815130532725,0.30939480484353266,0.9204909235850253,-0.9183386465729274,-1.2723083922015366,1.2601827581863911,1.4798497997681053,-1.666953493732759,1.0332990265751194
TTBK2,-0.0038669319914070113,-0.030471432172296784,-0.23490183050424976,-0.25922976008466186,-0.5458609285011982,-0.25689547544911645,-0.36963352976146585,-0.29008884954427056,-0.5587557201910219,0.023151984798373198,2.81380623771907,-0.3465194136559982,-0.5437857041381662,-0.48784877200098714,-0.45445818076652267,2.46804363976776,-0.3463425704650922,-0.5802096950501539
