tracking_id,L027,L072,L078,L140,L102,L115,L133,L137,L149,L074,N048,N068,N090,N098,L005,L101,L062,L031
ACE2,0,0.00440684,0.00467703,0,0.0185995,0,0.016569,0,0,0,0,0.00863093,0.00874434,0.00853357,0.00503009,0,0.00410158,0.0162546
ACER1,0.76382,0.386042,0.683799,1.90617,1.20782,0.601862,0.754221,0.810081,0.935165,0.554685,0.736664,1.15261,1.02056,1.56599,0.787726,0.465657,0.929272,0.376365
ACER2,0.622022,0.427843,0.454132,0.566746,0.659935,0.317489,0.340213,0.44638,0.528856,0.484518,0.603051,0.752166,0.865218,0.801607,0.751156,0.611078,0.735228,0.546344
ACER3,0.979941,1.21168,1.70458,0.889454,1.21878,0.666054,0.911531,1.19567,1.24334,1.32088,1.08476,0.99962,1.26463,1.12353,1.16109,0.967047,1.29035,1.1517
ACHE,0.0243478,0.0242574,0.0628295,0.0440839,0.00780861,0.0320444,0.00652577,0.00888189,0.0442848,0,0.0346938,0.023773,0.0206708,0.276428,0.073884,0.0180142,0.0068857,0.008543
ACIN1,22.9081,35.98,21.9748,63.1786,24.9855,13.6236,35.1438,41.2875,47.9776,19.6385,40.3038,51.5783,42.0528,43.1188,18.8356,23.2473,44.2298,12.6405
ACKR1,0,0,0,0,0,0.0272698,0,0,0,0,0.0137141,0,0,0,0.15652,0.0153262,0,0
ACKR2,0.0174135,0.0263622,0.0335776,0.0568548,0.0389492,0.00598397,0.0198201,0.0115975,0.0527377,0,0.0421607,0.0258201,0.0523066,0.0306191,0.0240685,0.0234954,0.0294458,0.00648322
ACKR3,2.26896,0.625508,1.45781,1.66262,2.88332,1.51476,1.21098,0.687265,0.946373,1.59593,0.70087,1.36043,0.741518,0.398339,0.965881,0.518331,1.4275,0.572361
ACKR4,0.0485822,0.0504187,0.0144013,0.249585,0.033262,0.015386,0.0445954,0.117777,0.103298,0.043311,0.180899,0.146191,0.148018,0.150901,0.07186,0.042126,0.157852,0
ACLY,48.9265,43.3494,52.7405,28.9233,45.4257,52.0644,45.713,31.7048,44.1837,49.7873,26.4709,37.1191,27.2302,28.8596,32.5802,41.7513,42.1845,48.9265
ACMSD,0,0,0,0,0,0,0,0,0.012562,0.0134447,0,0.0133998,0,0,0,0,0,0
ACO1,4.08505,1.51929,3.48603,2.09831,3.57175,3.27105,1.53039,0.919618,1.91749,2.9597,1.53653,3.24411,1.67579,2.28875,2.32549,1.23677,2.20817,1.58963
ACO2,35.4542,27.7711,39.4037,25.3733,29.4552,40.9541,35.5022,24.1254,23.8051,39.9194,22.2639,26.4571,19.5173,21.6085,23.5672,29.1085,24.2315,38.3588
ACOT1,0.884376,0.853581,2.11883,0.625963,0.771345,1.07333,1.83445,1.03838,1.67589,1.28409,1.47749,1.39141,2.37631,0.0696026,1.48908,2.14185,1.31206,1.58177
ACOT11,0.0351817,0.0956246,0.152482,0.11688,0.185781,0.11772,0.0297536,0.0175071,0.104753,0.0548785,0.0476983,0.0526258,0.039468,0.143091,0.0907672,0.0177792,0.052295,0.0589016
ACOT12,0.00891904,0,0,0.0072581,0,0,0,0.0177849,0.00738916,0,0,0.0158662,0,0,0,0.00901702,0.0226109,0
ACOT13,3.99455,2.68321,3.26292,1.99439,3.43687,3.94392,2.75601,1.82153,2.85051,3.99136,1.16614,3.13815,1.75733,1.40588,1.75849,2.21799,2.56014,2.84541
ACOT2,7.84022,7.81294,7.51923,8.48257,8.43165,10.3654,8.1244,8.37506,7.61892,8.25196,12.7019,8.13302,9.32458,10.9188,13.0632,8.04439,6.56522,11.1845
ACOT4,2.07776,2.93289,3.05058,1.00151,1.62891,3.3044,0.681329,2.24565,2.92426,1.76371,1.75988,1.96634,2.36896,1.25611,2.59711,3.41256,2.91898,3.89405
ACOT6,0,0,0.0188312,0,0,0,0,0,0.016385,0,0,0,0.0175604,0,0.0201696,0,0,0
ACOT7,5.72232,11.4537,15.4409,6.0562,10.8692,13.1213,23.9467,8.82496,12.4237,11.6429,6.72596,6.66164,4.03403,4.91156,6.82222,8.52317,7.28069,14.2738
ACOT8,14.7465,11.3975,15.6363,11.994,15.1374,20.9671,19.5706,9.12574,10.8517,16.9159,7.21127,11.5465,5.94969,6.32781,6.65146,12.4451,10.66,16.7564
ACOT9,8.00944,10.9052,18.5751,13.0127,11.0846,10.9196,12.6225,9.54738,18.1475,12.844,8.35384,6.76593,11.1185,13.053,10.0126,11.396,12.4381,14.5103
ACOX1,2.44328,2.40459,2.43948,2.7144,2.44763,1.25704,2.42405,2.2231,3.71898,2.77511,2.52852,2.74367,3.83621,3.40952,3.53317,2.13871,2.97606,2.05702
ACOX2,0.00757885,0.00688099,0.0584401,0.00617553,0.0290561,0,0,0.00756274,0,0,0.00687386,0,0.0136515,0.0133121,0.0314018,0,0.0128118,0
ACOX3,3.69861,3.16718,4.84786,3.54862,3.60793,4.47974,4.83707,1.66604,3.47929,2.84502,1.53717,3.30305,1.84641,2.08677,1.71401,2.41858,3.47161,3.39512
ACOXL,0.0294309,0.173696,0.0780134,0.0299832,0.0141045,0.0227437,0.615115,0.0367157,0.0365186,0.347663,0.0400451,0,0.0397624,0,0.0381107,0.0446527,0.0310963,0.394386
ACP1,74.9096,71.8338,68.4864,57.8691,74.1877,95.5188,78.5984,77.4146,49.7545,72.0008,69.7591,60.8565,62.6257,63.9579,78.0863,87.7216,60.9382,92.3355
ACP2,5.37039,4.2956,11.3712,3.93375,4.58862,4.60353,11.1654,4.08757,7.80562,6.02091,4.92111,5.34506,7.35693,7.1698,6.70946,5.41555,5.36704,5.01898
ACP5,18.7615,14.9959,21.5528,17.0783,17.3371,33.2857,26.9535,10.9774,20.5564,31.1577,11.0589,16.0876,9.73232,12.5423,13.2263,13.5467,14.9018,20.256
ACP6,5.89661,5.34142,3.17976,4.69722,6.86621,5.20325,8.13227,5.32232,3.45168,6.49516,3.94048,8.54967,3.25538,2.55525,3.31239,6.22,4.79785,6.13998
ACPP,0.0418424,0.58193,2.20613,0.0173503,0.348456,0.0100851,0.905779,0.0878515,0.413601,0.47536,0.144674,0.124393,0.0835991,0,0.889896,0.115338,0.469263,0.0306521
ACPT,0.013823,0.0125299,0,0.0111955,0.0132422,0.0142117,0.0117587,0.0137386,0.0115068,0,0.0249822,0,0.0124246,0.0120942,0.0142799,0,0,0
ACR,0,0.0491548,0,0.010982,0.0129867,0,0,0,0.0338448,0.0241818,0,0,0,0,0,0,0.0114464,0
ACRBP,0.510696,0.660838,2.43318,1.24612,1.28696,0.574521,1.20099,0.659811,0.979902,0.615594,0.359859,0.925269,0.629921,0.315261,0.675393,0.468423,1.02286,0.274509
ACRC,0.40907,0.904589,0.228349,1.54274,0.454065,0.160942,0.758283,0.844446,1.11988,0.359852,0.64035,1.16367,0.97506,1.03661,0.373906,0.46304,1.28343,0.318648
ACRV1,0.034391,0,0,0,0.0196707,0,0.0688907,0.020332,0,0,0,0,0.0348787,0,0,0,0.0173267,0.019177
ACSBG1,0.057865,0.0735896,0.039048,0.0519547,0.0221781,0.0238529,0.113627,0.0404615,0.0382303,0.0412625,0.0210046,0.0617773,0.0521433,0.0305174,0.0479856,0.0292709,0.029347,0.0193788
ACSBG2,0.0487059,0.0189544,0.00670659,0.0510574,0.0200075,0.0215105,0,0,0.0345209,0.00620248,0,0.00618915,0,0.00611241,0.00720866,0,0.011763,0
ACSF2,2.78995,3.43112,5.38753,3.29053,3.27718,3.59019,4.56722,2.41165,3.50686,3.60279,2.70325,2.98127,2.6768,2.7988,2.37262,2.18277,3.26545,4.82909
ACSF3,6.36298,6.32462,7.01855,9.18469,6.99098,10.2033,8.11146,5.24097,6.78162,7.13041,6.82291,8.07319,7.29949,7.30198,5.85643,6.02784,6.23348,6.07443
ACSL1,2.13722,3.4155,8.36171,2.46835,10.97,1.75167,5.57944,2.1441,3.82206,3.2588,3.39022,3.13014,4.45009,5.00401,4.78748,2.35159,3.13702,2.19313
ACSL3,7.5724,4.45461,5.91077,4.76081,5.56815,6.039,4.89388,5.48625,4.97675,6.17606,7.76646,6.32656,8.04321,8.65134,6.84215,4.53488,5.36495,3.98123
ACSL4,8.17816,9.55442,11.8443,6.17342,8.96637,7.85924,10.6607,7.69769,10.2983,10.5579,7.2983,5.93024,9.66251,8.49881,14.4322,9.58803,8.88271,11.9827
ACSL5,30.5513,26.1333,35.1189,23.3881,28.3753,34.1372,26.9873,17.0106,31.296,36.7097,10.3651,22.0019,13.8061,13.6678,15.917,21.0043,28.7697,42.724
ACSL6,8.53277,5.67437,7.09162,3.56835,4.76238,3.69371,4.93709,5.46748,4.14225,6.94947,4.59966,5.60716,5.64612,5.73736,8.17425,4.59584,5.31703,4.70935
ACSM1,0.137977,0.328751,0.232699,0.182512,0.0909114,0.293096,0.499967,0.146191,0.0499963,0.738136,0.156332,0.291477,0.124225,0.158944,0.196429,0.104629,0.138466,0.28885
ACSM2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSM2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSM3,4.80907,4.17875,3.02179,3.13193,5.59718,4.23985,2.08768,2.74554,1.48077,3.69985,2.00775,4.43659,2.68343,2.13604,5.17329,3.18501,2.75067,4.09918
ACSM4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSM5,0,0,0.00694662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSM6,0,0,0,0.00855096,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSS1,25.8266,25.1957,22.781,29.883,27.9202,31.4591,33.6389,17.3587,28.7034,28.2572,14.8072,22.26,15.5707,14.8165,13.6956,21.641,22.3916,32.5665
ACSS2,7.4761,4.87014,6.40216,6.66829,4.52614,4.14678,3.05922,4.49244,3.88548,4.96271,2.95746,8.01662,4.12909,4.24248,4.45007,5.07564,6.04793,3.69489
ACSS3,0,0,0,0,0.0162657,0,0,0,0.00467102,0,0,0,0,0,0.00586356,0,0,0
ACTA1,0,0.0446008,0.0355299,0.0498675,0,0,0,0.0366987,0.0511023,0,0.0222425,0.0109341,0.0442301,0.0323044,0,0.0372549,0.0207695,0
ACTA2,2.59693,2.24379,3.47967,1.35447,3.52013,4.63076,2.97916,1.56483,5.49641,5.05047,0.972157,1.17889,1.45015,0.76423,0.860974,2.57909,2.7601,7.94983
ACTA2-AS1,0.129909,0.110053,0.0918094,0.246739,0.215803,0.142716,0.0664561,0.207269,0.229544,0.169883,0.0863519,0.0616269,0.187139,0.220436,0.0896689,0.157616,0.168362,0.0580192
ACTB,2501.85,2537.65,5257.19,1171,2666.6,2729.99,3441.48,1669.38,2169.31,3550.37,1723.06,2167.17,1615.29,1760.52,1951.35,2149.78,1922.47,3069.11
ACTBL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTC1,0,0,0,0,0,0,0,0.00918521,0,0,0,0,0,0,0,0,0,0
ACTG1,959.198,976.242,1796.09,460.399,1313.03,1411.97,1504.37,778.285,630.543,1651.69,782.546,1091.24,723.779,936.882,1184.18,895.51,608.68,1319.55
ACTG1P17,0.142481,0.248554,0.105587,0.774422,0.189036,0.157909,0.20537,0.294655,0.536792,0.175928,0.297622,0.350893,0.187346,0.230542,0.147372,0.177177,0.361084,0.110099
ACTG1P20,0.339431,0.770651,0.207658,1.27251,0.3629,0.363334,0.317518,1.1928,0.857856,0.343332,0.965613,0.38326,1.15853,1.29642,0.385577,0.462285,1.18091,0.174962
ACTG1P4,0.125282,0.0893401,0.0862358,0.451486,0.0514563,0.0645088,0.1068,0.107062,0.311386,0.0638319,0.145975,0.111432,0.161119,0.180609,0.0277917,0.108563,0.249546,0.0399636
ACTG2,0.158551,0.571651,0.302624,0.0127575,0.272858,0.129673,0.79871,0.0783341,0.184289,0.112508,0.313406,0.0249222,0.125965,0.158771,0.173729,0.113176,0.189332,0
ACTL10,0.99532,0.649815,1.43878,0.731946,0.652659,1.32181,1.14631,0.531059,0.831674,0.926372,0.720113,0.737754,0.61311,0.996117,0.569473,0.944521,0.848494,1.07228
ACTL6A,18.1161,13.0567,18.2983,10.7325,17.7566,17.691,20.7832,7.29707,14.3645,16.4301,6.91825,17.3018,8.6147,9.04865,10.6305,10.2969,12.9815,15.6121
ACTL6B,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104597,0,0,0,0
ACTL7A,0,0.0217069,0.0115277,0.00971035,0,0,0.0101888,0,0.00994446,0,0,0.0212849,0,0,0,0,0.0303244,0
ACTL7B,0,0.0238392,0,0.0106553,0,0,0,0,0.0437488,0,0.0237706,0,0.0118199,0.0115078,0,0,0.0333066,0
ACTL8,0,0,0,0,0,0,0.0736172,0,0,0,0,0,0,0,0,0,0,0.0321444
ACTL9,0,0,0,0,0,0,0,0,0,0,0,0.011439,0,0,0,0,0,0
ACTN1,59.4177,26.6569,18.4146,63.1447,57.9321,30.2806,20.1092,28.2667,18.3074,36.857,32.0797,69.777,46.8219,48.0956,43.3462,23.2853,33.6801,12.1473
ACTN1-AS1,0.0384624,0.103928,0.036899,0.578104,0.18387,0.0784322,0,0.338715,0.131223,0.103095,0.411105,0.204814,0.102903,0.13264,0.0393158,0,0.161701,0.0427722
ACTN2,0,0,0,0.00278894,0,0,0.00291298,0.0102339,0.0112383,0,0.00619953,0.00303324,0,0.00600337,0.00353748,0,0.00288324,0
ACTN3,0.0116963,0.154062,0.090221,0.00477273,0.011212,0,0.0599108,0.00584169,0.149762,0.0625639,0.0743396,0.00520331,0.0474325,0.0308503,0,0.0295923,0.0593384,0.0979867
ACTN4,40.5018,52.0625,73.2214,33.7205,47.4917,52.5992,60.3197,33.4847,57.3317,47.2568,41.3448,26.8793,31.4385,39.9008,27.3316,52.7888,43.4379,65.8403
ACTR10,19.3257,17.4445,19.5436,10.5531,18.3936,21.1129,16.4513,11.8319,12.7369,17.2229,11.1294,16.3917,10.2852,12.2939,13.2642,16.5384,14.9545,17.0469
ACTR1A,26.6043,22.891,31.0044,16.6897,25.5599,26.4369,28.2738,16.5135,21.9487,25.4151,22.1994,24.5108,15.118,17.6248,23.9743,19.7964,21.3886,26.5824
ACTR1B,35.8734,43.0441,39.5756,51.5941,40.1727,46.9974,42.0612,42.0062,37.1791,39.633,40.4407,45.096,35.5094,38.859,30.9392,45.1933,40.3552,44.9131
ACTR2,181.986,151.263,272.748,77.3535,191.83,208.174,161.343,110.344,131.578,193.879,109.482,124.318,125.377,126.681,184.84,166.634,145.114,202.449
ACTR3,79.7953,56.0042,98.5422,33.4574,67.1379,92.6295,72.8171,32.5187,49.7785,80.6291,29.9825,56.7606,28.653,33.4044,48.1177,39.9376,50.1763,51.4914
ACTR3B,3.18925,2.86823,2.3665,3.32138,3.55284,3.70384,3.18499,2.24427,2.44303,2.46268,2.09447,3.80921,1.90406,2.49383,1.85625,2.79062,2.95527,2.59895
ACTR3BP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTR3BP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTR3C,0.747209,0.371775,0.59248,1.2331,0.645593,0.617395,1.15865,0.989674,1.03751,0.784119,0.648414,0.690379,0.921586,1.07624,0.771631,1.07939,0.482386,0.506697
ACTR5,4.42171,4.93289,4.09317,6.83222,4.61495,4.78076,5.34153,4.85528,6.04774,3.99833,6.13858,6.38096,6.09467,8.17004,5.19211,5.02667,5.84986,5.10254
ACTR6,26.637,19.9724,19.5848,13.043,23.2369,25.2805,17.9058,19.6247,17.1515,23.8197,13.4573,21.8564,18.5709,18.604,20.4448,22.7248,18.6094,24.4871
ACTR8,8.07093,5.37349,7.12403,4.68348,5.6248,5.29338,6.84525,5.10321,6.21901,7.32763,5.64515,6.52742,5.40719,7.22413,7.46323,5.03474,6.204,6.27202
ACTRT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTRT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTRT3,0.0708045,0.13656,0.0511748,0.108043,0.169641,0.173181,0.113179,0.0441228,0.102647,0.0868057,0.0401062,0.0393611,0.0876463,0.093203,0.0733016,0.0894798,0.0523544,0.0494073
ACVR1,10.8172,11.9043,10.0912,8.39112,6.47189,11.3353,5.55256,15.5729,12.512,13.1843,12.9198,9.11938,11.6104,14.3156,19.2985,15.8901,9.46015,11.3523
ACVR1B,4.12967,3.78878,5.36753,3.82295,4.22497,3.31154,3.02024,5.46544,2.97704,2.91939,6.86719,5.27091,8.19244,7.88507,9.02164,4.6015,3.49336,2.76372
ACVR1C,0.444885,0.792884,0.345404,1.81562,0.837805,0.566316,0.480439,1.15419,0.84858,0.43237,1.3166,0.56521,1.11131,1.1122,0.976666,0.596318,0.721593,0.349664
ACVR2A,1.52424,1.78008,2.23748,2.32314,1.94315,0.706953,0.822135,2.29361,1.42315,0.886071,1.79501,2.03732,2.07514,1.96844,2.45878,1.64143,1.37637,0.716504
ACVR2B,0.878117,0.92441,0.607911,1.61812,1.01766,0.461496,0.621559,1.40263,1.7054,0.724726,1.41098,1.55013,1.21529,1.26978,1.01084,1.01399,1.07117,0.617183
ACVR2B-AS1,0.0828539,0.112857,0.0998355,0.236449,0.0794165,0.0284613,0.0176736,0.358425,0.188397,0.0246216,0.332031,0.196549,0.174152,0.169855,0.21462,0.342248,0.122568,0.138793
ACVRL1,0,0,0.0157746,0.00334258,0.00391971,0,0.00349374,0,0,0,0,0.00727654,0,0,0,0.00413952,0,0
ACY1,4.37905,4.7849,4.22205,4.10368,5.32997,5.33654,3.76179,2.32823,3.38541,4.74474,3.23496,4.18769,2.85727,1.74731,4.75248,4.48972,3.64337,4.90183
ACY3,0.576112,0.509085,1.44227,0.512974,1.8074,0.991921,0.820665,0.400667,0.611807,1.14338,0.75461,0.30733,0.556564,0.969976,0.580128,0.654148,0.632304,1.59078
ACYP1,7.14225,12.7961,8.16383,9.43567,8.83145,11.6861,13.5217,13.1951,10.8402,11.1427,6.62433,10.2762,3.58367,4.0314,4.23244,11.8338,13.2663,13.2984
ACYP2,5.65031,6.29771,7.86881,4.24348,8.31843,11.7549,8.01375,6.73183,4.38846,9.03114,4.96112,6.23433,4.28332,5.41229,7.12729,6.88797,5.04386,8.08147
ADA,23.4473,13.2671,41.0095,24.5535,20.5333,39.8595,49.8901,16.2791,44.0015,22.6347,12.0577,15.5345,10.9464,11.1836,14.7179,24.9967,25.3771,34.0112
ADAD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAD2,0.0343652,0.0275889,0,0.0792461,0.0509678,0.00884817,0.0146498,0.0342699,0.032894,0.0306404,0.0206699,0,0.0205254,0.0200149,0,0.0260601,0.0256842,0
ADAL,2.52374,1.21522,1.34516,2.04528,2.77509,2.41005,2.80378,2.12419,1.30256,1.54477,1.34647,1.84418,0.979655,1.04709,1.84813,2.13543,1.44556,2.31608
ADAM10,40.2752,31.2826,48.433,24.1594,35.0643,32.8734,25.4177,16.537,31.0195,44.2204,18.5977,30.8175,19.8493,25.3805,22.1122,26.7439,32.295,31.9574
ADAM11,0.0573344,0.0416847,0.0294903,0.156299,0.0329816,0.027602,0.0293919,0.0688208,0.122891,0.0102206,0.0903359,0.0816251,0.0792719,0.0639258,0.0634513,0.0696658,0.0614231,0.0128111
ADAM12,0.0850845,0.108425,0.285665,0.107648,0.240536,0.357268,0.0316328,0.0613595,0.17601,0.316594,0.30747,0.158765,0.209133,0.467605,0.0517431,0.4418,0.139183,0.172532
ADAM15,7.99201,8.46724,13.799,8.0688,7.51612,10.225,8.26214,9.40571,9.47081,8.12405,9.70986,7.26086,5.72127,5.84026,7.89909,12.1086,7.12969,13.3467
ADAM17,4.58191,5.67528,6.79799,7.43269,5.25915,3.89659,7.24623,5.46968,8.0825,5.23954,7.2302,5.60008,7.70873,7.5441,5.08418,5.63546,7.99598,4.16202
ADAM18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM19,6.99022,8.66342,11.6737,5.1474,4.74541,9.01404,20.5785,13.403,20.0418,13.0081,22.2539,6.62533,15.5099,13.4532,11.5946,11.198,10.7323,10.7593
ADAM1A,1.14653,1.48215,0.473724,2.3712,0.924585,0.706623,0.885425,1.5027,2.962,0.886883,0.73242,1.68921,1.06043,1.01851,0.829988,1.27063,2.30281,0.785945
ADAM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM20,0,0.00561093,0.0119116,0.00504072,0,0.0127359,0.0105456,0.00617015,0.010209,0.0220289,0.00560773,0.0274797,0.0333981,0.0325807,0.012806,0.0250034,0.0104458,0
ADAM20P1,0.0678007,0.0307942,0.0326851,0.170664,0.0487458,0.00582507,0.0337647,0.0733854,0.158647,0.0251832,0.0359124,0.0452403,0.0356423,0.0496789,0.0175723,0.0171536,0.071658,0.0315543
ADAM21,0.03248,0.0176985,0.0313116,0.0370913,0.0498136,0.0200858,0,0.00648669,0.0214764,0.00579107,0.0412685,0.0635683,0.00585251,0.0171263,0.0134639,0.0722946,0.0274583,0.0145098
ADAM21P1,0.0345312,0,0,0.0140542,0.00827351,0,0,0.00860864,0,0.00769715,0,0.00767866,0,0.0151536,0,0.0349136,0.0291818,0
ADAM22,0.561617,0.38772,0.419953,0.529243,0.609066,0.543374,0.259823,0.433979,0.343488,0.388388,0.480089,0.554114,0.599825,0.551763,0.405688,0.697206,0.468801,0.625484
ADAM23,0.795443,0.189273,1.03762,0.218547,0.186836,0.267211,0.107244,0.817636,0.98913,0.492448,1.2213,0.988126,0.833101,1.18737,1.23578,0.770575,0.815155,0.31616
ADAM28,1.07462,0.442058,0.721503,0.386047,1.23228,1.73039,0.918455,0.197919,0.495007,0.590485,1.00883,0.224851,1.20965,0.279924,0.460572,0.164788,0.618609,0.958443
ADAM29,0.0233094,0.0211727,0.0449471,0.00951248,0,0.0660838,0.00497393,0,0.0192532,0.0363636,0,0.0207374,0.00525066,0.0153694,0.00604023,0.00589639,0.0147806,0.026035
ADAM30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM32,0,0,0.0183228,0,0,0,0,0.00632693,0.00523551,0,0,0,0,0,0,0,0,0
ADAM33,0,0,0,0,0,0,0,0.0191051,0.0282375,0,0,0,0.0129208,0,0,0.00989468,0.00413181,0
ADAM3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM7,0,0,0.0096766,0,0,0.00517608,0,0,0,0,0,0,0,0,0,0,0,0
ADAM8,33.8571,39.575,44.5742,41.1664,26.3114,44.1239,24.1845,23.3203,57.1878,32.2909,33.2448,21.4399,28.1933,29.143,20.1053,27.6269,35.486,39.5078
ADAM9,0.531328,0.591382,1.40612,0.392081,0.809509,0.322896,0.932445,0.480496,1.08048,0.646145,0.929684,0.349548,1.14109,1.50294,1.03151,0.596338,0.683936,0.506162
ADAMDEC1,0.00786304,0.0214478,0.0789117,0,0.0428027,0.0973407,0.0268635,0,0,0.0729906,0.078533,0,0.00670327,0,0.00770872,0,0.00665205,0.041558
ADAMTS1,1.34632,0.48551,0.946869,0.106291,0.820166,4.52819,0.222063,0.216658,0.276673,1.09382,0.183758,0.189491,0.0455687,0.0317758,0.067414,0.175442,0.870074,0.366975
ADAMTS10,0.952854,2.22397,0.696176,13.6332,0.703435,0.639753,0.742455,3.30046,4.50701,0.632487,4.30013,4.27999,5.98587,4.69203,0.48291,1.33777,4.89829,0.57732
ADAMTS12,0,0.00307183,0,0,0,0,0,0,0,0,0.00614587,0,0,0,0,0.00684523,0,0
ADAMTS13,0.064466,0.206079,0.0754332,0.935548,0.176578,0.082895,0.142205,0.266353,0.594869,0.0733788,0.228155,0.30128,0.224831,0.205514,0.0689848,0.161099,0.24283,0.0492071
ADAMTS14,0.012701,0.0230893,0.0858084,0.163707,0.0578739,0,0.0814635,0.00317747,0.238266,0.0113201,0.0173244,0.00565088,0.00859124,0.00559212,0.0032953,0.0192947,0.129016,0.0248344
ADAMTS15,0,0.0026692,0.00283227,0.00721056,0,0,0.00250981,0.00881662,0.0241863,0.00261707,0.04807,0,0.0132425,0.00258608,0.0152385,0.0118963,0.00248388,0.00656195
ADAMTS16,0.0100989,0.00305967,0,0.00826282,0.00645509,0,0,0.00336824,0.0138695,0,0.00306078,0,0.00303587,0.00296395,0.00349329,0.00340907,0.00569469,0
ADAMTS17,0.490634,0.50089,0.301168,0.723964,0.442768,0.265362,0.39699,0.67238,0.432091,0.264235,0.706448,1.05532,0.797592,0.947578,0.893331,0.502297,0.443904,0.193496
ADAMTS18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS19-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS2,0.00864205,0.0111591,0.00710416,0,0.384938,0,0.19763,0.0086178,0.0279292,0.0154108,0.0828795,0,0.00999523,0,0.0152912,0,0.00207678,0.022041
ADAMTS20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS3,0,0.00260019,0.00275902,0.00702452,0.0109704,0,0,0,0.0117794,0,0.00260157,0,0,0.0251929,0.00296895,0.0144859,0.00241964,0
ADAMTS4,0.283731,0.19074,0.183671,0.826402,0.394996,0.212505,0.328752,0.256586,0.358889,0.266752,0.13425,0.383878,0.290885,0.116317,0.237914,0.196774,0.473365,0.0998733
ADAMTS5,0,0,0,0,0.00326393,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS6,0.291443,0.209079,0.0439281,0.79073,0.144094,0.216212,0.167417,0.170986,0.223036,0.152191,0.283809,0.415371,0.236224,0.228694,0.262394,0.103797,0.333241,0.0915963
ADAMTS7,0.00303921,0.0414392,0.0175885,0.0994981,0.00582804,0,0.0207808,0.0273744,0.0425611,0.00541749,0.0165835,0.0351575,0.0109647,0.010706,0.00315431,0.0153907,0.0848373,0.0101875
ADAMTS7P1,0.0974395,0.161859,0.0421286,0.610307,0.0934235,0.0173338,0.097626,0.231974,0.434685,0.0479153,0.314671,0.388673,0.303019,0.399385,0.083682,0.102081,0.431986,0.0262787
ADAMTS8,0.00926627,0.0378876,0.0312741,0.0227166,0.0133252,0.0238915,0.00791428,0.00926407,0.0344025,0.0495578,0.0252569,0.0371005,0.00835334,0.0122287,0,0.00938037,0.0274263,0.0155271
ADAMTS9,0,0,0,0,0,0,0,0,0,0,0,0,0.00408293,0,0,0,0,0
ADAMTS9-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS9-AS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTSL1,0,0,0,0,0,0,0,0,0,0,0,0.00374889,0,0,0,0,0,0
ADAMTSL2,0.0546099,0.0827007,0.00800543,0.2975,0.017451,0,0.0427565,0.163799,0.180206,0.00405602,0.161261,0.380613,0.123077,0.168104,0.0424804,0.0322485,0.119303,0.0203349
ADAMTSL3,0.00680693,0.00205833,0.0021852,0,0,0.00468258,0.0116424,0,0.0074713,0.00201678,0,0,0.00204214,0,0.00235231,0,0.00191445,0.0126807
ADAMTSL4,0.16271,0.55796,6.66678,0.150817,0.332347,0.00419015,2.17295,0.158613,1.34132,0.473102,0.225641,0.218521,0.222774,0.107678,0.673877,0.124073,0.556471,0.0500939
ADAMTSL4-AS1,0.0382134,0.170572,0.0365669,0.212711,0.072172,0.0386957,0.207903,0.130667,0.237957,0.235366,0.169843,0.133972,0.118425,0.0493063,0.116629,0.0190931,0.222533,0.105068
