,L140,L149,L062,N048,N068,N090,N098,L005,L027,L031,L072,L074,L078,L102,L115,L133,L137
REXO1,0.0174642690775,0.019579708,0.0104646614974,0.011731077,0.009465205225739999,0.015978122,0.0159282606759,0.00562042309886,0.00532184326683,0.0025482619884999998,0.007017148000000001,0.0031032760304699997,0.00484768022356,0.0048539856982899995,0.003389733,0.00522695360348,0.00843179206663
CD58,0.0221006015099,0.015427237,0.0139163688397,0.017237811999999998,0.0115048200636,0.026517203,0.029543001296799997,0.012817962367,0.007523432556340001,0.00560952000686,0.009651119,0.008111501715739999,0.0082092758397,0.006754426843090001,0.007867342,0.00705538821564,0.0138285339941
DCUN1D1,0.0135930539387,0.011034896,0.00763200292459,0.0028770040000000003,0.0038388873076900002,0.004927241,0.00467777223899,0.000697014851325,0.0022921182257399997,0.00118639612493,0.002971821,0.0014812570640200002,0.00153835827758,0.0019664306104100002,0.002223464,0.00214755091985,0.005209083278439999
REL,0.0214459439934,0.033959918,0.017291892589,0.009029466,0.0116537853382,0.010763931000000001,0.00765117905729,0.0019197866164999999,0.017952943501,0.0038181322277300003,0.024527352000000002,0.013342479717899999,0.006806000261489999,0.00753821920449,0.008404771,0.009732927271839999,0.0101733703889
RNF122,0.019554275353400003,0.013745324,0.0108076156217,0.003620257,0.007264908328239999,0.010597091999999999,0.0050606981131499995,0.00201940089056,0.00332617850066,0.0011615099703399998,0.003400603,0.00413979746964,0.0025163655130500005,0.0023981759394299997,0.0006182259999999999,0.00756332252388,0.00407405816611
EXOC2,0.00423239807714,0.003185012,0.00304909745393,0.003109438,0.00144267925491,0.003195902,0.00290874897314,0.00191624079811,0.00226507306483,0.00129951695699,0.002360832,0.0013327384219,0.00111797872523,0.0011830778254100002,0.001652764,0.00237598195728,0.0038481246729899997
ARID4B,0.004360385709779999,0.003559975,0.00298159349835,0.003454945,0.00189989843261,0.0025648570000000002,0.00259334475429,0.00151685355297,0.00296229847535,0.00134111607067,0.001903915,0.00186565370007,0.0017149296022100002,0.00154899838751,0.001878598,0.0023201745795399997,0.00202847869314
SHFM1,0.0256153122978,0.016612724,0.0201186384723,0.012381666000000001,0.007348433600270001,0.028621282,0.014471623226700002,0.00591378643914,0.00591399490737,0.00315643344287,0.009032276,0.0050045447331999995,0.00473716260146,0.00778919526785,0.003546073,0.0032002393397199996,0.0113542073202
ZNF880,0.146365344958,0.06700403099999999,0.152176480236,0.099500244,0.152443755068,0.079194821,0.08220049596689999,0.115137330351,0.161579660942,0.0880604347525,0.08890903900000001,0.236917145966,0.0135688052189,0.0157074769719,0.075159843,0.0744818736921,0.0589277982365
PSMD6,0.103306630486,0.074124683,0.0523764918975,0.019658885,0.023288614497000003,0.042378001,0.030822648908799998,0.00698471487921,0.015223493959800001,0.00353866959066,0.028530715,0.014717854310700001,0.00919365666401,0.017371228304,0.009133138,0.015340645847399999,0.037171391270800005
VASP,0.0017398029864600002,0.001728654,0.00116643315666,0.0017021739999999999,0.000724671660006,0.003628443,0.00345532365619,0.000460765501276,0.000352289397039,0.00017411667774500003,0.000741648,0.00034069802692299997,0.000292073094859,0.000256073965416,0.000183357,0.00038308256808099997,0.00213037020884
METTL9,0.00162004122435,0.001813205,0.00139253420143,0.000762344,0.000637842844895,0.001093278,0.000916475433947,0.000432658635039,0.0007341727624450001,0.000265908054476,0.000831114,0.000605712040596,0.0016892238354700002,0.000623612783242,0.00017095400000000002,0.0008230279637869999,0.00124292677569
MAPRE2,0.0105140322569,0.00680671,0.00806420645217,0.006048675999999999,0.00573220644763,0.006765482,0.00727078779679,0.00145355523367,0.00428792624339,0.0007317484953080002,0.003452111,0.0033836161919400002,0.0019376367847099998,0.0031210800357199995,0.0030790170000000003,0.004316644571850001,0.0066007813437600005
MSMO1,0.0681403210251,0.04460165,0.0413935865128,0.011833767,0.0297044771993,0.032940332,0.0264473256358,0.00560125820208,0.013996400325400001,0.0024284044088000003,0.018968482,0.012047567565299998,0.0114042776745,0.0177438905223,0.007150955,0.0172526326675,0.0167390115375
SLC4A7,0.0341110649377,0.026458415,0.0229644300579,0.014779246999999999,0.012538896951500001,0.033145432999999995,0.0315248946586,0.00819841542262,0.012207719913700002,0.00518394454636,0.010468947,0.00838261172368,0.00830889808564,0.0072244256613000005,0.006842037,0.0106506443985,0.0165588433135
RAB5B,0.010524244990700002,0.009555766,0.008013655863729999,0.00969897,0.00385536734413,0.01084574,0.00909686231393,0.00263346820886,0.000977979564985,0.0024081376825300003,0.0030324209999999996,0.0016929060101600001,0.0010618255168,0.0013628326229400002,0.001159667,0.0007550152200889999,0.005916105456899999
SSBP1,0.096006796491,0.060686687999999996,0.043944413938800005,0.019977393,0.014562548869,0.051882397999999996,0.0387784787972,0.00553147863532,0.0035267394355900004,0.00123253095295,0.014739141,0.0038604355572600005,0.0027161462482600002,0.00445564575242,0.001275256,0.00384602140196,0.0138169083138
METTL4,0.0578071701052,0.046079652,0.0354916320651,0.015809804,0.020741282755900002,0.047241545999999995,0.0358250646961,0.012395699749200002,0.013622869653399998,0.00828278443502,0.022988192999999997,0.011893458781000002,0.0103116038006,0.012079738985899998,0.010797038,0.012325451366299998,0.0140004101993
MCM4,0.042807682056,0.029905029,0.024736132992,0.019431973,0.0109836197884,0.036656686,0.0376667411235,0.004970702713069999,0.00292026724706,0.00204762503007,0.0061906769999999995,0.00253662394953,0.00218352332585,0.00210798532593,0.007505192,0.003308711448,0.0233134149767
NEK8,0.0292368974735,0.032308937999999995,0.0230927266568,0.021424441000000002,0.0182023525427,0.046825179,0.0303293418774,0.0155164907972,0.00933553724375,0.0021601336039,0.009272388000000001,0.005735019279680001,0.00630076642325,0.0062667705131999995,0.011801918,0.0119051617717,0.0259434506155
TMEM167B,0.0812872014866,0.052079827,0.040789121653,0.02763639,0.0276995616824,0.025164073999999998,0.0286450844149,0.0138659188996,0.016752619035100003,0.0185111858704,0.029640555,0.0218559510897,0.016991873732,0.0241722379954,0.020407743,0.0288570058981,0.0353590375791
LYPD3,0.0520874285949,0.095905955,0.0386356035108,0.018156229,0.0249923728055,0.015666918999999998,0.0140402272345,0.0056826142965,0.013087434469299998,0.00855682377516,0.024208858,0.0305832153007,0.0140002664351,0.034246609470900004,0.031416625,0.0193441954814,0.0190306835572
CCNT2,0.055042284358800014,0.045949997,0.043867996258,0.030595491000000002,0.023572256161,0.039656364,0.046867531243699995,0.0162435667336,0.0340655923694,0.00825620757748,0.02273939,0.0227315874739,0.0175736072918,0.0165255135907,0.017597185,0.0344688221671,0.029292799865099996
FBRSL1,0.0333552569305,0.035778172000000004,0.0243672178488,0.035350729,0.0244538540285,0.039212559,0.05035277939899999,0.0261349201755,0.021945809624,0.0180030226079,0.017638676000000002,0.0201723137851,0.0196127174745,0.019892076548299997,0.024349736,0.0253247687008,0.0196277836257
HGSNAT,0.0520366511419,0.037071428999999996,0.0322423343427,0.026298246,0.019002320829,0.043548561,0.0414895906954,0.009579117570799999,0.005191503326069999,0.00309930497753,0.012184536999999999,0.0033856738805200003,0.0031273444642199995,0.0046208030323700005,0.002964118,0.00849630527866,0.0179767652509
SSBP4,0.0353585859324,0.029382507999999998,0.019613008596700003,0.009326952,0.0220181358194,0.017046652,0.0138201049417,0.00374331874873,0.011353542159899999,0.00446410774898,0.010647849,0.00686412245479,0.00514309965409,0.0111031464781,0.007905508,0.00994958534276,0.0095916519596
TMEM42,0.16430517155,0.120928757,0.0815942011847,0.064648188,0.0737851104775,0.05662203,0.05899146214769999,0.0196130787365,0.0340222370554,0.0208858446525,0.030287551,0.027430506416599998,0.028194937633500002,0.028186811524200002,0.025229127,0.0197679305899,0.0390739986173
TMEM106C,0.05965116274930001,0.038032299,0.0307712004334,0.018967192,0.026559529444,0.034209571,0.040634512505800004,0.00516303343895,0.008225054358409999,0.00105313893234,0.011730117,0.00498312195723,0.0011642342487499999,0.00428235894154,0.0018304629999999998,0.0029925834637399996,0.014534774307600001
PAOX,0.0488941555322,0.061252512,0.0495900899407,0.048843335999999994,0.0330863027794,0.051584495,0.0361783258952,0.025741607715500003,0.0291980125028,0.0160165414446,0.040802442,0.029529748747400004,0.0191510509399,0.0331485860311,0.016431176999999998,0.0298974824125,0.044194596441
MTIF3,0.08663879347680001,0.059308689000000005,0.0361629255926,0.028287881,0.031500280546300004,0.058224477000000004,0.0450079526618,0.010463305428299999,0.00826139052889,0.00705935158456,0.015246133,0.00738671713793,0.00824008928635,0.008177957081439998,0.003684657,0.00744584154739,0.0228222437029
OPTN,0.0236254664074,0.016358782,0.011738831995600002,0.015292456000000001,0.00882140006738,0.01818131,0.015881054949000002,0.00285803324027,0.00290152238991,0.00119371993561,0.005654173,0.00207195974913,0.0015979972027300002,0.00252632512268,0.001307052,0.00376994378388,0.009022328216160001
MRTO4,0.042680344330400015,0.025843736000000003,0.0261865793946,0.021229453,0.014620428849,0.032936576,0.0229998709313,0.00251168445042,0.0046927288002799996,0.0030242632968200006,0.011361706000000001,0.005340640454489999,0.0033580188225999998,0.00693059448835,0.00372716,0.00658276246796,0.0246220170419
TMX1,0.0602935388346,0.024568364,0.0182544284856,0.019983868999999998,0.010750200505500001,0.03735372,0.0358410232968,0.005841054002760001,0.00611975868842,0.0031768735648200004,0.012144106000000002,0.007828336281119999,0.00287440771988,0.006456451619,0.005257456,0.00784771364203,0.036216763685499996
FTSJ1,0.0527535252675,0.047085630999999996,0.0319583899031,0.028739045,0.0196308252239,0.044498000999999995,0.036799800943699994,0.00407144998861,0.00674344595847,0.00543936281676,0.015776033000000002,0.00909226588469,0.00707746863505,0.007769464632210001,0.004610276,0.0076780467145699995,0.022097906951900004
GPATCH8,0.00285741643487,0.0030301259999999997,0.00258158428182,0.001852054,0.00148182774103,0.003268751,0.0034419073117600003,0.0008724053441989998,0.0038371462659,0.0006340724108860001,0.0009335760000000001,0.000976063382633,0.0013445280863399998,0.000744480867757,0.001099312,0.0013243046025100001,0.00100306084149
OAZ2,0.0346868551332,0.024908312999999998,0.0242235984894,0.00723433,0.0169145916788,0.020403983,0.020537569808200002,0.0032756294607900003,0.005731870998220001,0.00173068838904,0.00984145,0.00427274573069,0.00210322192804,0.005162401550520001,0.00098404,0.00339880167266,0.0150092772459
PGLS,0.0455532179887,0.033692029,0.0239111915639,0.019464834,0.014380847100500001,0.038024294,0.0319795139951,0.005294802162960001,0.00436769339958,0.0023226010647900003,0.01058016,0.00392909732938,0.00256543634325,0.00500114074419,0.003056686,0.0066901792390000004,0.023437399673
TMED8,0.0155566879576,0.014203203000000001,0.0128267945676,0.008828875,0.010759517372000002,0.012748751000000001,0.009601501508790002,0.00322475252251,0.00816602783672,0.00246657030068,0.0077186880000000005,0.00217562238925,0.00410107616187,0.00285057384769,0.00045811699999999996,0.00565904517737,0.012910113951
ZNF148,0.00408216754063,0.002866658,0.00261413177178,0.00227288,0.00106080611727,0.002060009,0.0017271538226400001,0.000772640550884,0.0038925505983600003,0.0009181859388819999,0.001170141,0.00100629208249,0.00104585072265,0.000866397119268,0.001903019,0.0017675057150299998,0.0015289148920099999
SNUPN,0.0189783548855,0.014590337,0.0102356455453,0.007139254,0.00758243604792,0.0078019890000000005,0.00885201653997,0.00437480198188,0.00487522425172,0.00486753348697,0.010885121000000001,0.0030873893056399997,0.00518286707743,0.004363183654770001,0.004144995,0.00484221595034,0.00961168279915
LINC00674,0.0378631850234,0.03297146,0.0250141812268,0.022291172,0.014542216322000001,0.028273773,0.027843264229799998,0.00842564515786,0.0178415241021,0.0123819664127,0.017883859,0.010867503359100002,0.0149109536532,0.0075198770361700005,0.007750464,0.014596530485600001,0.025086460808599997
SETDB2,0.0249710314719,0.024941138999999998,0.0217144702808,0.025020544,0.017323733856400004,0.033271012,0.026328502723500003,0.00822880382221,0.0105706970967,0.0033853008062700004,0.014762546999999999,0.0097201257037,0.00675909467908,0.011043800016100001,0.0054648990000000005,0.0104239581085,0.013140291736099999
FOXJ3,0.0110015250271,0.00721392,0.0064670194922900005,0.00253879,0.00391984456837,0.004432382,0.00404741045707,0.000879899443247,0.00334618862831,0.00052283961439,0.0020100779999999998,0.0021423290467000003,0.00167531163908,0.0020236746772,0.00149855,0.0024365995088299996,0.00196175847507
FBXO46,0.0624842541475,0.04951867099999999,0.0474401909089,0.024351155,0.0296116792391,0.037858183999999996,0.0282239219239,0.0141282358983,0.0143004312755,0.0114308447614,0.022223896,0.0124502906147,0.0137480459579,0.016886415237399997,0.012748984,0.0147006285742,0.0298804364602
ABHD8,0.115054817607,0.074306948,0.06667459567549999,0.030479122,0.0511411445322,0.058212849000000004,0.0357182872698,0.016561317106600002,0.0186964391052,0.008519425345729999,0.031008046,0.008986461690110002,0.005354973190560001,0.0125906883678,0.009747811,0.00858849494491,0.04242285739419999
RINT1,0.0657177828857,0.058556013,0.0444740448741,0.031760654,0.0297662684703,0.062165975,0.04731073874419999,0.007454504019180001,0.00916394224854,0.0022829122341599998,0.022340969,0.00634762281511,0.00627904445848,0.00937214477618,0.002454557,0.0107482738601,0.0346201804016
MPHOSPH10,0.0435302528915,0.03110666,0.0283995061806,0.013155958999999998,0.0130780338349,0.022517004,0.019255187719000002,0.00521193590662,0.007472674970100001,0.00791397671082,0.017153966,0.0113261307644,0.00750024269557,0.0076765693657200006,0.008567355,0.00926329725876,0.010505601169300001
SLC43A3,0.0152609030053,0.008598159000000001,0.007823098777449999,0.0074035640000000005,0.00549143400651,0.010323379,0.00442999245877,0.00234562259687,0.0013644292490799998,0.0016995280427900001,0.0029235579999999997,0.0007622431038410002,0.0005314596460380001,0.00285188548105,0.0018315039999999999,0.0014100881629000002,0.00466945869486
ING1,0.0625064244112,0.050428583,0.0392416768005,0.012975259,0.023308751293799997,0.012895038999999999,0.011586336408,0.009669984284969999,0.018300768705,0.00683526856534,0.019468358999999998,0.016846475319100003,0.0125832292683,0.0161522984235,0.016188421,0.00496943355408,0.0148750359342
PSME2,0.046777926489699986,0.03463943,0.0293422266806,0.015939095,0.021574513604000003,0.02942456,0.0215773185649,0.00451278977368,0.0080036147223,0.0028488945354099996,0.010355497,0.00389235827469,0.00262579292824,0.00514247251611,0.003966687,0.0032689455713699996,0.00951550871883
TUBA1C,0.0268783968513,0.019061398,0.013277927409899998,0.0062397519999999995,0.00926521916384,0.007259537,0.00943992146519,0.0026854242357300002,0.008079401032380001,0.00047667829813999996,0.00690754,0.0056134321660299994,0.0025914785953299996,0.00478254862323,0.009021296,0.00109828721121,0.0048234635771
CLEC2D,0.06378686037089999,0.057237487000000004,0.045195313016800014,0.044322955,0.0362253839128,0.058262277,0.0654088355961,0.0168718276488,0.0183215099993,0.00401421222462,0.026015293,0.0116482546097,0.012545582448499999,0.0222526178439,0.012824242,0.0133174122485,0.0253578669038
MED19,0.047314160125900014,0.030886351,0.0329071538238,0.011867041000000002,0.0121996250744,0.017390208,0.0105161381635,0.00382981827453,0.00834040119424,0.00133703650203,0.018821803,0.00664567214406,0.00716674507372,0.00531901350175,0.004937815999999999,0.0012478344220999999,0.0245496344179
PAIP2,0.00968929396871,0.010314297,0.00808959755797,0.004257584,0.004396190517939999,0.006549863,0.005049029198010001,0.0019205741533800003,0.00339396535141,0.0055146230629,0.006656352,0.0041032314866499995,0.00430260672605,0.0033785908794200003,0.0028696729999999997,0.004795550580609999,0.00779664226995
GEMIN8,0.239631403994,0.166182204,0.127505519066,0.03867475,0.09318489499160001,0.083811607,0.09733515412789999,0.0103031453995,0.0228743364107,0.0022123027154899995,0.043351488,0.016859048492,0.0125672802278,0.015422797650999999,0.011825223000000001,0.0164777325289,0.0546110990615
TMEM230,0.0062439740457,0.004808013,0.00415992598831,0.0035208540000000003,0.00290601815581,0.005408888000000001,0.00398400709071,0.0015171599860699999,0.0009492383148900001,0.0007142378157889999,0.00139959,0.000533982417656,0.00041417574947199995,0.0009009462119430001,0.000359441,0.0010277129233200002,0.0027428413690599998
AIM1,0.109808726713,0.059507075,0.0606037533551,0.034834218,0.0346676608727,0.047711095,0.0558690681644,0.00951413755345,0.023612341090000002,0.0077640302357800004,0.030475073999999998,0.0164360196239,0.0116284142621,0.0235500878164,0.016314785,0.0325752413127,0.042521336566900006
DYRK2,0.0373024554446,0.02525667,0.0309153361828,0.003232052,0.021251760129299996,0.00656289,0.0124750852232,0.00496174392628,0.020119046330099997,0.00293154684793,0.010120991999999999,0.015549617857700001,0.0138788302153,0.011238255138399999,0.012697891999999999,0.0110490820574,0.010503085544700001
ELOF1,0.0214125876238,0.030857784,0.015029147391700004,0.015762313,0.00668891555422,0.021707598999999998,0.022345125561,0.0058417139070400005,0.00418287268599,0.00522402170659,0.009029235,0.00413610623287,0.00391245176439,0.00493782519373,0.002763027,0.004441732534909999,0.0163394298848
DAZAP2,0.0314920444887,0.029581597999999997,0.0179887210218,0.0076091480000000005,0.014218755807000001,0.019198496000000002,0.0172669703426,0.00263316508355,0.005008492581,0.00152405545539,0.009269717,0.00473738511724,0.00217244259104,0.005504015187819999,0.003908061,0.0050214671461700005,0.009848820986280002
KLF3,0.087652015113,0.072731252,0.07090438348469999,0.032660849,0.03643140196419999,0.028380511,0.0178984596897,0.013581544194200003,0.0185554092055,0.0510928122167,0.041099005,0.0252877513863,0.040169648276,0.0241209706649,0.022455559,0.0353460284521,0.041776903858500004
DDX56,0.0780831361824,0.063003308,0.058178342513,0.059382499000000005,0.0515541198559,0.071057877,0.0717831217086,0.0184784265484,0.0197296162465,0.0103859869832,0.06015405099999999,0.027344438058700002,0.0122180783574,0.0377441603172,0.022101872999999998,0.0377483169031,0.0716975353416
BBS1,0.0587340783579,0.06852804,0.068358932729,0.08276237,0.0468187706754,0.06765215200000001,0.0517694150734,0.032416378406,0.0449654890579,0.0750934745674,0.064151611,0.0349474884585,0.039643056477699994,0.04906813676419999,0.043293975,0.0574389929138,0.0686583734109
AMPD3,0.0233554706413,0.016873305,0.0168929015012,0.006957936999999999,0.0110157262303,0.015912991,0.0139069034998,0.0026096388782600004,0.0048777634549,0.00341709196391,0.011356729,0.0058233890272299995,0.00347165784245,0.004943566951140001,0.003737775,0.006721272921909999,0.00703618102804
MRPL2,0.104431759015,0.09879707800000001,0.0622834758839,0.051248750999999995,0.042355180005099996,0.070501605,0.067160756253,0.0151553632042,0.0170324200125,0.0100998547232,0.040501981,0.0134672958866,0.013587674258700002,0.0180939702196,0.010529367,0.011519418531799998,0.0471983248058
C14orf142,0.0744269017992,0.060729282,0.0475274009848,0.09923072599999999,0.0475225546837,0.057284851,0.0876017341013,0.0170952442521,0.022617125847200003,0.041222357272699996,0.066628624,0.020971552514,0.0337043526229,0.0312593831198,0.01813356,0.0309244119647,0.07690187333589998
TPGS2,0.00146114196754,0.001449995,0.00070980587611,0.0005132730000000001,0.000553509275842,0.001069808,0.00199632787593,0.000365262400386,0.00029134174885199997,0.00015578723484200002,0.000502869,0.00019244258673799998,0.000221699309416,0.00023747445688,0.00046990599999999997,0.00010353051175200001,0.0008500721214069999
GNB2L1,0.0100139732163,0.011243418,0.00767869881408,0.002562057,0.00230475467608,0.005228775,0.00510278704005,0.000783025274273,0.0015913421582400002,0.00042151154541700004,0.0028578979999999998,0.0013090315088,0.000969807787954,0.0013358467128699997,0.000952807,0.0016082120733399998,0.0033067974699099996
MAP1LC3B,0.0064142541267500006,0.006131836999999999,0.004725335921710001,0.001897324,0.0029357880246599997,0.003917295,0.00378180554458,0.000650355023633,0.0013019630797,0.000731933860464,0.002746829,0.00193157115174,0.00044180654951099995,0.000924959243331,0.001233345,0.00155685647896,0.00279781973624
PAIP1,0.0154958108679,0.013787752,0.0107665504152,0.003283701,0.00457115471602,0.007382615,0.006425924353310001,0.00168816625697,0.00313037671172,0.0013466071610999998,0.0054335,0.00436190069865,0.00288995323861,0.00359126081314,0.002864797,0.00369133522673,0.004677838350149999
MRPL52,0.182619814746,0.16374635099999998,0.107050597182,0.077354918,0.0852045772143,0.22488403699999998,0.20330765454,0.0173343190557,0.0088600768314,0.00340914605729,0.021932944,0.007249918259999999,0.009083574796540001,0.00888800212693,0.002256691,0.0101212953745,0.0409648454818
HSH2D,0.0155329834071,0.020774897,0.0140488329302,0.017064687,0.015624065440299999,0.023156239,0.0172667724185,0.0054572978655099995,0.00751474696045,0.00219618442441,0.01465927,0.00799199978853,0.00527145980305,0.0051537957149499995,0.005350418000000001,0.00607635345385,0.012253848737299998
MIB1,0.00552279454276,0.0035184879999999997,0.00400222209998,0.003386992,0.0016309581335000002,0.0032615920000000002,0.0043189305745299994,0.000932210525545,0.00224652511508,0.00039239311301300005,0.002288428,0.00173328635357,0.0012711358638,0.00110440489689,0.001885374,0.00209005271153,0.00307654258072
ZDHHC13,0.0705735656216,0.047913110999999994,0.0394748631947,0.033614765,0.028862460569500002,0.062054150999999995,0.0433192060209,0.007289374507060001,0.0173578987012,0.0028333882635500005,0.019417595,0.00953349901022,0.004556696415770001,0.0113711158983,0.0034205140000000004,0.0117511930621,0.026809615289
TPRN,0.0876751268185,0.099988955,0.0591842423472,0.02677027,0.0636230838601,0.11550389800000001,0.100412962118,0.0010825093480099999,0.00472201569636,0.0017173987968399998,0.023309717,0.015188824181699999,0.0079389942613,0.0143227414461,0.003883812,0.020149678953,0.04396305327240001
CINP,0.0108451489004,0.01017188,0.00346158797971,0.004990313,0.00389263589271,0.008828266,0.00869742052036,0.0014318564159100002,0.00166361508882,0.000104777346029,0.0031779340000000003,0.000331103637929,0.00050856164117,0.0014758051464000002,0.000330031,0.0009269385202189999,0.0036711746882299996
SMC6,0.0137523267295,0.009230516,0.00824798077469,0.005352583,0.00454488589466,0.009507545,0.00947193601144,0.00127870268169,0.0027630439204200004,0.0005770036017630001,0.002742042,0.00295013267092,0.00150576126942,0.00206782492074,0.000917234,0.00287486089644,0.00419864429692
USP8,0.0217074015645,0.014809862,0.0120120233804,0.01127804,0.00862948565429,0.012650178,0.014198983356299998,0.00357297215324,0.005114241015050001,0.0030301968590100005,0.007196925,0.0031312600741900004,0.00287376876146,0.00459047830755,0.00274011,0.004883592303430001,0.00953065512366
NT5C3B,0.0339781639615,0.030169487000000002,0.0203373323594,0.013195598000000001,0.0156654842981,0.024993441,0.0300599395463,0.00591885257904,0.005722347968479999,0.00115363264791,0.010232443,0.00548349027911,0.00201929764919,0.006832434327359999,0.005646949,0.00939400225798,0.012859503308700003
RTFDC1,0.0023408697085300005,0.001818886,0.00133992342382,0.001188425,0.000610358789614,0.002251856,0.00176968896274,0.000612567690513,0.000740683715519,0.000374900864024,0.000454572,0.00045950751064699995,0.00026775370285099997,0.000321830492613,0.000264913,0.00037214959124400005,0.00114991950679
AKT1S1,0.25258528849,0.25450896,0.25933855834,0.07637782900000001,0.139781667267,0.159895824,0.142818582224,0.0453329537813,0.07903952182969999,0.030289315654700003,0.132330806,0.0653795175174,0.051216136368300004,0.0690490190283,0.079160973,0.0963151341717,0.122718629424
ETFDH,0.0255086619779,0.018345734,0.0194261358199,0.02202009,0.0113558135871,0.067688715,0.0451681192275,0.0148205006027,0.00943435197794,0.00177297548065,0.013159876000000001,0.00657885684779,0.00261873844127,0.0070876421160899995,0.004048963,0.00266504849002,0.0140084461112
KLHL24,0.0676673847298,0.055115647000000004,0.0474922210586,0.027349859,0.0373726929852,0.029026023999999997,0.0328751792016,0.00859665456552,0.0307403344835,0.0198262591172,0.03594147,0.029796926312599996,0.0182371681188,0.020984087331400003,0.036953263,0.038313026197,0.0334433886781
ZFAS1,0.0298780617716,0.02747222,0.015436720717200004,0.006649243000000001,0.0063815060146,0.015170712,0.0110024773716,0.00209743679508,0.00408031854667,0.0008926698064089998,0.006864876999999999,0.00611070975654,0.00291732831688,0.004502902014810001,0.0031254029999999997,0.004630201263310001,0.00675623981456
ABCD3,0.013624409693100002,0.008353859,0.0061392943505500005,0.0037765359999999996,0.00300463631985,0.003962277,0.0037856161953000005,0.000752314206007,0.00317188302439,0.000603457071419,0.0035342459999999996,0.00130335763881,0.00117724266747,0.0022205037647,0.001480615,0.0014622569759600002,0.0047160032859599995
AIP,0.0268167314402,0.029786794,0.0232114271108,0.005776523,0.0151434866665,0.01446627,0.012307646527,0.0031191337417800003,0.00618464518584,0.0017322429698699998,0.012005361,0.00571674480554,0.00648024290647,0.00857384424433,0.0028380420000000003,0.00576092074547,0.00942825458672
RBM42,0.00992742044111,0.01035122,0.00540103243268,0.002105547,0.004472575106449999,0.007078859,0.00469175612412,0.000985629455924,0.00126509460927,0.0011582152478499998,0.0035336490000000003,0.00040191264731900003,0.000639966250398,0.000995005757684,0.001383745,0.0015224298232799998,0.003943182681760001
C19orf52,0.0290318383707,0.038791101,0.00186871056934,0.021837308,0.0256176885966,0.042934713,0.026250143519000003,0.0208435014047,0.00591120298788,0.00926706540716,0.014746048999999999,0.0107965135614,0.00485434722889,0.039708504811300005,0.012177295,0.0182585595984,0.00928171236899
LAMTOR4,0.0346968857395,0.035339572,0.0156785893815,0.0073155569999999994,0.0129179565248,0.01870919,0.0132089018856,0.0037636986265,0.0040776251306700005,0.00342907732766,0.005671516999999999,0.0036913349987300003,0.00305579484781,0.0039049966532800004,0.0045170440000000004,0.00544173982987,0.006584701751649999
U2AF1,0.178527226838,0.114176115,0.0706987719526,0.06753814799999999,0.025853244339999998,0.115384078,0.0960934010315,0.0131609674519,0.0116044599385,0.005678983202749999,0.039985816,0.015274329008200001,0.00939487490779,0.016213986958000002,0.012859171,0.0185419109368,0.0689446949409
RPS6,0.00386746932756,0.003740737,0.00213122841352,0.0007407389999999999,0.000826300303735,0.0013158529999999999,0.0012088784704,0.00014147624799,0.00061840295769,0.00010208763710700001,0.001065855,0.000527377471843,0.00026868710197099993,0.0004517535939130001,0.000436156,0.00063073056697,0.0009585485792199999
MFSD5,0.12637868746,0.03091676,0.0377367629725,0.026311558999999998,0.0184812473608,0.018456949,0.0402069149406,0.0116009920817,0.022902782285799998,0.00744380660331,0.026789737999999997,0.0214600985879,0.0176017389134,0.025602401886,0.018700778,0.013836768249700001,0.0135662505507
LMAN2L,0.0278918822687,0.013884045,0.0100155187809,0.006017014,0.00954330660913,0.01656757,0.0168526144761,0.00506774503346,0.00266292777885,0.000719488077876,0.004198217,0.0013523760882999999,0.00169292459739,0.0012570782448499999,0.000784859,0.00188136409553,0.00480221284874
MYLIP,0.06305964803169999,0.071100343,0.0784332714383,0.057513323,0.06401388852630001,0.08039038400000001,0.0937137727523,0.0659779073665,0.0902432256291,0.041065451396499995,0.049263505,0.0677538346596,0.0501786688887,0.055887582109,0.093096168,0.0540653813717,0.0691682223714
MPHOSPH8,0.0343136609162,0.03324784,0.032344453808900005,0.02555167,0.023601717936,0.038509713,0.0357972717063,0.0237458442509,0.0201201604221,0.0194875644087,0.023718935,0.0163980753392,0.0148483618537,0.0188724160898,0.017083825,0.0148082338952,0.0263128649285
RNF220,0.0032154785349099995,0.002923318,0.00220299835508,0.002595571,0.0014659016515499999,0.0033901390000000003,0.00315212754931,0.0013033284359999999,0.000768512690592,0.00155158444302,0.001305983,0.000888505069307,0.0009639137832619999,0.00119749180028,0.000869677,0.00160482582314,0.00248914885969
TRAPPC6A,0.0144579849887,0.010557303999999998,0.0056362058892700006,0.002520103,0.004864720763520001,0.007444484,0.00698308900789,0.0005613352475619999,0.0008134735524730001,0.00017634237447499999,0.0019216510000000001,0.0008943793354560002,0.00061844130242,0.0007720677344710001,0.000579228,0.00125288495978,0.00165555658105
JAKMIP1,0.00326072815761,0.0031740690000000003,0.00292721093099,0.000744473,0.0019744973406300003,0.001609554,0.00176189913766,0.00017453693199099998,0.00208143110738,0.00023879759359700002,0.0013251860000000001,0.00121472686053,0.000986135583083,0.000726767682266,0.00113432,0.000809854663173,0.0008080129615119999
