,L140,L149,L062,N048,N068,N090,N098,L005,L027,L031,L072,L074,L078,L102,L115,L133,L137
NIFK,0.318089941375,0.231808817,0.112670270558,0.054479797999999996,0.100911257694,0.124045509,0.101352784509,0.0139592025763,0.036849780270800006,0.005439319212529999,0.071848707,0.037248593306400006,0.0295066456863,0.0471255644121,0.031087801,0.0402783008602,0.0437546905853
PAK2,0.012093074567,0.005729931999999999,0.00464002561991,0.0035696779999999997,0.0018429206918299998,0.004311756,0.0048116054744399995,0.000741811311593,0.0010944070973,0.000351879588105,0.001907877,0.000730556402162,0.0005049400539949999,0.000816463438873,0.000455935,0.0012084493236,0.0031574402690500002
C9orf72,0.0173098723142,0.007490973000000001,0.0196376658366,0.012367283,0.030673675822400003,0.013139568999999999,0.0275390037721,0.0031649715818699996,0.0121905322301,0.00125813573741,0.005428916999999999,0.0164536698696,0.00620722332658,0.00620692218059,0.012377444,0.00639168325022,0.00860243015133
CEP131,0.0367594947025,0.040108923,0.0291341558292,0.013632258000000001,0.0169636868694,0.029896627999999998,0.026087624191099997,0.00132510903423,0.00302373408696,0.00120298488172,0.009132988,0.00283870602319,0.00282005687208,0.00320047849445,0.000939808,0.00678739668224,0.004602226482779999
FLNA,0.00831962530735,0.015464565,0.00682839971287,0.011612813,0.00302698161439,0.021415776,0.029207450693099997,0.00160344875833,0.0005435330370140001,0.00038087342170699994,0.002608218,0.00100936899813,0.000655941573575,0.000572299225761,0.000492021,0.00140568164593,0.00503805621647
TCEANC,0.06020063075680001,0.045871724,0.0229049072274,0.018606687,0.0212451253364,0.025706187999999998,0.015339405038399999,0.00666655113013,0.0158178177868,0.012698560637299999,0.017877261000000002,0.0194700222042,0.0137619472081,0.012120562644,0.010864328000000001,0.0171672752003,0.020531510050900002
LINC00920,0.053784330291,0.031704142000000005,0.017500551272299998,0.021242337000000003,0.0205944358043,0.062124925,0.0463802391693,0.00507169035292,0.00489969208702,0.00516554665136,0.027743148,0.00979857645102,0.0021963691023400003,0.010301466895,0.002709183,0.0108702119594,0.005402172239270001
CCDC14,0.05846081392350001,0.041045741000000004,0.0441029304315,0.025290708999999998,0.0331108551458,0.042326357,0.0445711384677,0.0122570352157,0.0188308080482,0.00918191353792,0.019282452,0.0135737421914,0.0141016486723,0.013388811565900001,0.012313817,0.019118347877900004,0.0222334411813
CDK9,0.113724538632,0.08950807599999999,0.0778822877086,0.056628977999999996,0.06448474514550001,0.067883545,0.07928751576780001,0.0364400127992,0.0308325268183,0.0221460083627,0.053762396,0.0323703789597,0.028221445937200003,0.0205515706677,0.037948007,0.045285182863099994,0.048890358457500005
FBXO42,0.00240273355116,0.002696961,0.00185452464094,0.0015854489999999998,0.00169877144213,0.001871505,0.0020318088665,0.00074560621579,0.00309414105586,0.000701520226591,0.001379923,0.0011025180898499999,0.0012247974941199998,0.00080772334476,0.0006313509999999999,0.00114915874908,0.00165525711854
ZMYND8,0.000482994899631,0.0009068739999999999,0.000397469977387,0.00038438400000000004,0.000221395141697,0.0005383569999999999,0.0005436911692610001,0.000345302050564,0.00230635300565,0.000297733336658,0.00012259600000000002,0.00042262621352099993,0.000395721523406,8.72041836762e-05,0.0008667389999999999,0.000279196858501,0.0006105859443180001
C16orf80,0.0534522633148,0.017582116000000002,0.0231507171616,0.005561401999999999,0.0160693755367,0.011004807,0.0142701208373,0.0024111284573499997,0.009507397214629999,0.00312209590254,0.008074215,0.004460922311760001,0.00378280908973,0.00416063467786,0.002496037,0.00495589920141,0.013470919147700001
RAD17,0.00683307798569,0.004824545,0.00492225600991,0.001592013,0.004529745041520001,0.004095875,0.00335097184824,0.0008206645505309999,0.00130882022485,0.000260794710875,0.001619859,0.000652532564568,0.0009097274765369999,0.0011019103064000002,0.00037479900000000004,0.000876656268118,0.00202912003229
TLE2,0.00694740777124,0.010809751000000001,0.00786889807827,0.0032458359999999998,0.00505727022272,0.005226366,0.00401203380019,0.00017915156137000002,0.000497441662441,5.09001923273e-05,0.002016094,0.00032405806682,0.000334216921725,0.0005667649519870001,0.000196252,0.00127566702923,0.0023886055588000004
IPO7,0.00432171380255,0.004198433,0.004059746652360001,0.00289321,0.00210571868725,0.00464628,0.00560303260703,0.000708980453732,0.0011406823432999998,0.0004679437368500001,0.00137076,0.0007028667324369998,0.000582902309119,0.000805424888777,0.000536925,0.00128667822222,0.0027954716297300002
EIF4E2,0.0354033860049,0.029305484,0.0195455180158,0.014994041999999999,0.012076056607299998,0.024028332000000003,0.0212465099393,0.00678870481841,0.00692081737274,0.00737020199472,0.012549261,0.00580717395074,0.0058444757892500004,0.00839633110009,0.004116300000000001,0.00647183563944,0.0174704964088
DDX41,0.0749974679675,0.071317215,0.0517732889767,0.060291462999999997,0.0268794393354,0.11424325699999999,0.120176205214,0.023092216396699998,0.0055487803035200005,0.00223146709507,0.018795246,0.00681346018285,0.00527206336631,0.008294329668439999,0.003854343,0.009734962337040002,0.040139503622800006
APC,0.006070680034800001,0.0038769309999999997,0.00236150774619,0.003606495,0.0015990296955499998,0.0026932090000000002,0.0046946038481,0.0034885157987399997,0.00470106435055,0.0031500845610100002,0.002013221,0.0024522411092899998,0.0019287600958,0.00144827067361,0.002989416,0.00214573063641,0.00238081318155
FHIT,0.00158848299137,0.001777516,0.00129640940343,0.000857428,0.0008317558434639999,0.0010644580000000001,0.00117446778871,0.000622031292686,0.0014025932813000002,0.000512062488867,0.000896413,0.000693431682645,0.0006207674447209999,0.0006346001720240001,0.000616298,0.0006026444282020001,0.0007507302581369999
CCR4,0.0343556592116,0.032510987000000005,0.0110784918463,0.012044488999999999,0.017200245983900003,0.014498351999999999,0.0115948365534,0.00282724917686,0.00097821682258,0.009084232136670001,0.010645985,0.00267906230834,0.00626999263809,0.00236629747681,0.017852074,0.0264565382503,0.019097936144999998
CNIH1,0.00416995393009,0.006061309,0.0035478011549899993,0.003118735,0.0012972395182999999,0.004974879000000001,0.005900855493459999,0.0010969369444999999,0.00117377462344,0.000749963494525,0.002058237,0.0025551377734600003,0.00047743542330000004,0.00147549620274,0.002058285,0.00387920636802,0.00304697602235
IL15RA,0.031743341967599994,0.024012934,0.0256541277296,0.008902803,0.014061455713500001,0.016607896,0.017664921310599997,0.00425585591398,0.0077708294050999995,0.00742071838042,0.011840897,0.00833742534534,0.00871749833402,0.00777307426105,0.005443498000000001,0.0093055819578,0.0157881006928
IL27RA,0.00596308709546,0.005320635,0.00417786615294,0.0029541629999999997,0.00255265156101,0.0038210329999999997,0.00418966696589,0.0007417029089049999,0.0006002910592719999,0.0006916855437389999,0.0016598989999999998,0.00047186339389,0.000669260769025,0.0007084617897969999,0.00045202199999999995,0.0011734116502300001,0.00260826832465
SIK1,0.0904054487837,0.090682817,0.06162406775480001,0.014174748999999999,0.158761809315,0.023221462999999998,0.027331924683500004,0.0048666164135500005,0.06908623843089999,0.00891112603957,0.031171621,0.0437131274182,0.007998782096939999,0.0560925351771,0.085706386,0.0227176499039,0.0269584041083
SMEK1,0.0150316651631,0.012203323,0.0085756921136,0.008544703,0.00616667705505,0.010389212,0.009289231009770001,0.0031345318903200003,0.00435761192278,0.00212879957684,0.005400261,0.00349297663857,0.00265592543615,0.00342429451289,0.002306729,0.0036984901225,0.00732569160504
CHCHD7,0.0942654909303,0.07168060400000001,0.0502199461401,0.048752922000000004,0.027174486431900003,0.070891324,0.07722247168389999,0.0170376256896,0.0176456862916,0.009770503577549999,0.034037636,0.0179195608443,0.0105714805965,0.024370367585299996,0.019230711,0.0216506169691,0.0340277082686
ARF3,0.00133862654658,0.001147506,0.0007726466239,0.0006671839999999999,0.0005828938615619999,0.0016668170000000001,0.0012975912854100002,0.0005492275048810001,0.00021811217027499998,0.000262002297776,0.000346385,0.000287078090421,0.000242991258876,0.000345847793938,0.000154711,0.0006659617586919998,0.0009537974817599999
MOB3A,0.015661937759599998,0.014081061,0.0169050378375,0.008717565,0.0072775260244,0.014203213000000001,0.0196635331784,0.00457786907948,0.00554918390151,0.0058310767876,0.008713311999999999,0.00406437607619,0.00401802768117,0.004097432478320001,0.005565893000000001,0.00622868984962,0.011143337750600002
GEMIN7,0.0252895742644,0.017256525,0.0118705923529,0.0073387090000000006,0.0053096970939,0.010645865,0.008631074570709999,0.0023737203135100002,0.0034533691491999995,0.00188013531073,0.0057659930000000005,0.00310251903694,0.00230769554275,0.00368634338117,0.003447492,0.0021359743077400003,0.00589032740784
USP40,0.0312634268228,0.023894058,0.0230804396607,0.019538517,0.015210532757200001,0.023376358,0.020055594978900002,0.0044001878863,0.00819820457042,0.00527887285852,0.010787628,0.006622585492199999,0.00417059727756,0.00792460541746,0.00733605,0.00607524951778,0.023778014358099998
PDAP1,0.0507802112986,0.039828873,0.028035270211200003,0.030528885,0.0204718508397,0.06423358400000001,0.052146945662599996,0.00762047461188,0.00712154861685,0.00318272281036,0.011508228,0.00635555911046,0.00705090928925,0.00685514564428,0.003722108,0.008679749566809999,0.0163413025125
TMCO3,0.0198743549392,0.019424191,0.00952905081837,0.010043498,0.00848334651328,0.017538851,0.0167361403424,0.00860548169331,0.0063945721661899995,0.00404706977496,0.0075725490000000005,0.00542030120612,0.00479778166332,0.00573685171383,0.00439871,0.007694870227520001,0.0110621877007
NARFL,0.131549245367,0.134226285,0.08791127773839999,0.04821182,0.056200809201800005,0.105234577,0.0976143716141,0.00671628502355,0.0104705989042,0.0032756090323300003,0.045789714,0.00790711557923,0.012756206810899999,0.0100846739048,0.005564906,0.0144156757581,0.057883750554599996
ITGB1BP1,0.08902420770880001,0.056631453,0.048408930862300005,0.032083807,0.038152185430400005,0.056167648,0.0579472409181,0.025635966000099996,0.024126384911000002,0.0172939906502,0.024926987,0.021224982941400003,0.0222414439324,0.0190438582748,0.015697406,0.0193089340113,0.023930717863199998
TLR1,0.0300992049999,0.028644084,0.030843236993,0.005064717,0.025089234174200004,0.014737126000000001,0.008755665576190001,0.0038955036085699998,0.0128064283513,0.00175304575989,0.013036711000000001,0.014123738430200001,0.005843360313529999,0.007101436888359999,0.007681232,0.0196550020974,0.00932075004058
RBM28,0.0152494224198,0.012412965,0.0127891654104,0.010942486000000001,0.00815469263323,0.018702654,0.021874305652700002,0.0086603081874,0.007226542895399999,0.00161183213064,0.00614159,0.004063422793730001,0.00209604355162,0.004421188367850001,0.003565183,0.00420741156623,0.00777973667393
PTPLAD2,0.0238398562896,0.018065553999999998,0.012187334839600002,0.010103026999999999,0.009326104426440001,0.022267999,0.014319360760299998,0.00482171822244,0.005054246910729999,0.00222287763041,0.006818768,0.00295554773082,0.00277804267143,0.00419098523754,0.002723238,0.00392084323759,0.00825121685617
ARHGAP25,0.017029491302200002,0.017484011,0.0142039814456,0.007233629,0.007677893855109999,0.011516658999999999,0.00781987969925,0.0028109487121700002,0.005747172693060001,0.00220216796741,0.007126515999999999,0.00461055488862,0.0035524874393,0.0045535989886800006,0.003693814,0.00692280837048,0.008733715599129999
ANO10,0.000746064008147,0.000756578,0.0005678859872509999,0.00016989200000000002,0.000203017979528,0.000458211,0.0007423267060780002,0.00013289429922,0.0013604545843499997,0.00019239780220900004,0.000514166,0.000634424054263,0.000273633489275,9.64691290764e-05,0.000267892,0.000263496360283,0.0006680273660569999
RFC4,0.016209714009200002,0.015424205,0.010974420627,0.005417743,0.006859061595789999,0.018643315,0.018056427021400003,0.0025603598035599997,0.00153581946474,0.0010007357495199999,0.00440706,0.00173133066704,0.00220345111721,0.00136418405761,0.001478334,0.0014772349221199997,0.00814779482509
AGFG2,0.017072283255,0.01262096,0.00964235799354,0.0051788170000000005,0.00710071712498,0.010805885,0.009239592250620002,0.00302284643974,0.00180958381108,0.0034951407508699997,0.004837495,0.00234830895314,0.00184985345295,0.0030997902917,0.002861372,0.006144873171390001,0.007430584052189999
C19orf70,0.0606623298586,0.05094139599999999,0.0280467481768,0.014513834,0.025774695259799998,0.036996714,0.025587379561900003,0.00723180816188,0.0123961190659,0.00621224450224,0.013123777,0.010285432018499999,0.00695496840297,0.0148752308799,0.006231383,0.0153443209253,0.0146824140084
ATXN10,0.00122637479303,0.001105681,0.00103035526682,0.000483773,0.00043127921342499997,0.000748819,0.000950100047781,0.000426431616373,0.00132753880714,0.000222038439567,0.000641223,0.000543166937492,0.00045371802472300005,0.000326637147091,0.000458709,0.00052907918707,0.000825826145528
PRKRIR,0.00363504243193,0.00294687,0.00206864319437,0.001429361,0.000938328437066,0.002367946,0.00232746588413,0.000957736610802,0.0013115287835300002,0.000625848277704,0.001251417,0.00116423427369,0.0009668741199580001,0.000996833201796,0.000584807,0.00131547141091,0.00177488652565
STMN3,0.0188777779315,0.015357025,0.014251482602799997,0.004177618,0.007630203720250001,0.009422686,0.00966593672418,0.00110319575218,0.0026332670432299998,0.0013156731237,0.006199518,0.0020174136703,0.0013547238331199998,0.0028701118138999998,0.001071261,0.0043660643881800005,0.00759550063675
SMIM12,0.160454130642,0.138374756,0.133088725771,0.10791263300000001,0.0568940921337,0.09585634800000001,0.091046930419,0.051062524249400006,0.036702794519699995,0.0741305383625,0.10729292300000001,0.0500291424311,0.0434104087206,0.0489834397339,0.046480454000000004,0.0763280792694,0.21012978423
C6orf136,0.08586995486030001,0.130171155,0.09989764086110002,0.030519205,0.0552396056886,0.062921322,0.056001150055999996,0.006750927828170001,0.014243729930200002,0.00905709336033,0.039721453999999996,0.00995207594458,0.0104622635526,0.0153539335509,0.011359026999999999,0.0112040198181,0.039016878149999996
ZC3H3,0.0213820913365,0.020014534,0.0159915006455,0.01273538,0.0177389910147,0.022284639,0.0214305608226,0.00961882008602,0.0168740009635,0.00868903001393,0.01448111,0.012452695167900001,0.00667107784482,0.013687698922600001,0.022403434,0.010695393299,0.0140098240503
SLC35F6,0.00573033171596,0.007090269000000001,0.00534422629562,0.0016289529999999998,0.00347583496399,0.0032604970000000002,0.0094162463452,0.0017011112489000002,0.00939657402528,0.0034128008931199995,0.002840584,0.00110091389477,0.00168523776832,0.0020483296335,0.00567827,0.0036579927287600004,0.00128180407854
FAM8A1,0.0963291617283,0.092205985,0.0635029623314,0.016421059,0.043418596084000005,0.033663873,0.0370743179478,0.00343378806578,0.0160480710675,0.00211861622987,0.021680336,0.00935155283385,0.011003427715,0.013859166200299998,0.004056488,0.0163117978219,0.0288972837901
RECQL5,0.0131158211368,0.01031303,0.0115629158907,0.020574544,0.00769465946781,0.017021696,0.018650106613099997,0.02368290247,0.005476277769930001,0.0132662121777,0.017451705,0.00807392065039,0.010109646130700001,0.010159088923100001,0.011917226000000001,0.012593874665299999,0.019635779394599998
GUK1,0.0713498312785,0.067908731,0.0397776747639,0.037617627,0.028297126978700002,0.068178166,0.0820021087388,0.00573791434436,0.006863240673550001,0.00216813943041,0.022759539,0.0110596749333,0.0057387507005600006,0.00937856264417,0.006801189,0.0136509612576,0.0311097304141
CITED2,0.153959087457,0.10619486199999999,0.0932745775295,0.045117753,0.061979266738,0.05520989,0.0510936095192,0.037707943458800006,0.0266901505926,0.0009241731548639999,0.043583635999999995,0.019931936534400004,0.030984422796099996,0.0206913784993,0.026846326,0.024189278012599996,0.0324312461091
SGTA,0.004877251076489999,0.00531463,0.00259863958039,0.003452186,0.0022817061007399998,0.005607364,0.00501046416814,0.0008473426899419999,0.0008471922201100001,0.0005880572263119999,0.001404745,0.000665050196139,0.000542375832635,0.000927073128351,0.000905757,0.00100928947941,0.0015867479986900002
TPMT,0.0257784245307,0.013313997,0.009114832707610002,0.014252928,0.0073594784408199995,0.026707872,0.0192456662486,0.006943405237659999,0.00231055958977,0.00199695673212,0.008802585,0.00304363305762,0.00205713038973,0.00340686525529,0.000598157,0.004519507832729999,0.0142521568151
PLAGL2,0.0592370417726,0.052221585,0.033787226329600004,0.013835462,0.011491540309299999,0.029347012000000002,0.027258965225400004,0.0064067667113,0.0086645224368,0.0068467188651,0.019707533,0.016025802633499998,0.0055470517316700005,0.0121711115632,0.015907363,0.0167264931811,0.0311395578094
FUCA1,0.0203441896331,0.010945935,0.0127583207109,0.011703777,0.00642395953063,0.016306325,0.0152086144881,0.00171555689191,0.00277005741867,0.0009187927401919999,0.0026293859999999996,0.0016267992925300002,0.0005711184158759999,0.0009778933117979998,0.00173152,0.0025518261171799997,0.0102961787345
CDAN1,0.0823768464928,0.091759878,0.0649232478428,0.061958623,0.0392334432967,0.094740255,0.09221792929919999,0.0190231338967,0.015259544326200001,0.0154754289041,0.036576365,0.0164749443695,0.018385762580999998,0.026894522406,0.013678847,0.033670204338000005,0.0680125762293
TIMM8B,0.0320221657039,0.014315188000000001,0.0180008187558,0.015004876,0.0096564041865,0.019090496000000002,0.011675870717499998,0.0014443521713599999,0.004517222222939999,0.00819488528979,0.00614514,0.00432009795603,0.004652697175920001,0.00589812872678,0.012604761,0.00448716593367,0.0116472712467
TTC9,0.00919229108063,0.006451634,0.006143737937899999,0.005977586,0.0050746136437200004,0.0064802919999999995,0.00684816609986,0.00666599492018,0.0046855829612900005,0.000769452920162,0.003102314,0.00191228119557,0.00144619129293,0.0018768213389,0.002406044,0.00226803202598,0.00583792593444
UNC119B,0.027702975437,0.014781731999999999,0.0150791426255,0.00559872,0.011387962718499999,0.017121887,0.0174782984753,0.0051747760316,0.00456366170818,0.0033723449073,0.007298118,0.00757880965354,0.0047590082180400005,0.0036055737543,0.00516923,0.0045799933607899995,0.00765989123542
MRPS34,0.323868071385,0.198003695,0.17451568471,0.084166964,0.111372230925,0.202102471,0.166851430562,0.096826038619,0.0787272198543,0.141961346397,0.11432256800000001,0.0677626650305,0.0429127450947,0.046310649995900004,0.095418825,0.0684442491128,0.141145025039
ADPRHL2,0.238399640261,0.22617935,0.199361960389,0.077452637,0.142560799687,0.11468984199999999,0.11048352563200001,0.0234945965253,0.06191141195640001,0.0270335349031,0.170962228,0.0786914448987,0.0540117643865,0.078259086314,0.052509955999999997,0.09839820595610001,0.161901178715
ZNF30,0.0593131600161,0.039150845,0.0268923609104,0.015923554,0.0374260816959,0.04146753,0.038041879704400004,0.00385963086725,0.014340402897299999,0.0057719505117500005,0.013381405,0.00674609581024,0.0128481893285,0.008725740091,0.001619929,0.00936058286616,0.0159206213629
USP46,0.0309636105215,0.019966816999999998,0.0173627336016,0.006447585,0.011248305275700001,0.011578493,0.016175224018000003,0.00428411872267,0.011087013751299998,0.0029250274691500003,0.010353405999999999,0.010443834518200001,0.00777780353444,0.00913332250546,0.006509946,0.0105569617613,0.00929171286887
TOX,0.00127514002994,0.001029273,0.000746578978373,0.00041783900000000004,0.000525260185381,0.0005176,0.000615237210638,0.000256232166059,0.0026153125051,0.000309205285788,0.00054686,0.0006150846694369999,0.000389317222063,0.0005350100631469999,0.001197048,0.0006887794701869999,0.000562483845382
LAP3,0.0188775155697,0.011128671000000001,0.00959983232033,0.00926641,0.006870367584729999,0.016321258999999998,0.0146085008532,0.0024889780429899998,0.0024323651207800003,0.00123406267332,0.005257085,0.00186167886806,0.0013512977241199999,0.00213608046558,0.001760445,0.00163944398257,0.00709064559417
PDZD8,0.0014361739516800002,0.001144578,0.0008389965742799999,0.000449391,0.000299566125593,0.000581617,0.00061581865641,0.000286705905953,0.00425779643905,0.0004952922507940001,0.000413603,0.0005653303753280001,0.00121997268898,0.000457627193769,0.001080786,0.0007892284102739999,0.0006183609788740001
ZNF496,0.06675477961,0.035853251,0.04290633883,0.026020682000000003,0.020124773910599997,0.04784266400000001,0.0543388118089,0.023037704784900002,0.0223842402156,0.0132874510152,0.025137697999999997,0.016043047175399998,0.010728192991799999,0.0161477113837,0.009585014000000001,0.0128704213629,0.020771236568200003
NKAP,0.0545982243542,0.041206754,0.0283981424625,0.020347228000000002,0.0125275248575,0.038095854,0.025228305511699998,0.00322479354067,0.00246891362869,0.00198275384753,0.015196226,0.0028023120981299997,0.00185310877637,0.00203042738011,0.0008662639999999999,0.00538703196991,0.0248861479845
ZKSCAN1,0.145535891147,0.08814378699999999,0.051188407732800006,0.038967775,0.0299413831115,0.04325567,0.043409299449500005,0.014742173174700002,0.00767682840019,0.0123961595355,0.025474145,0.00699249757862,0.00616184167728,0.00767430822028,0.004690944,0.015250965283800001,0.0332002251127
DOK1,0.105203336474,0.073282558,0.0545528364793,0.107772805,0.0391013714726,0.09718844800000001,0.116471243912,0.0579069784394,0.010361070638999999,0.0275320071555,0.048119192000000005,0.021094499153299997,0.033565615664699996,0.0158572577718,0.04344394,0.030538791468500002,0.0854493033633
PARP11,0.0174212253254,0.012480725,0.00796901902075,0.009171868,0.013228015893000001,0.00965169,0.009607806807309998,0.00303285824341,0.00477715595821,0.0013815606308200002,0.004895995,0.00327633336988,0.0029115739664400003,0.00338293120922,0.003149645,0.00820653478623,0.00569612654249
ZNF430,0.049546551862199986,0.041282867,0.0219829608456,0.009288621,0.009754571059950002,0.010929665,0.0102928542503,0.00333117487832,0.0106439126374,0.00350794341097,0.013273136999999999,0.00923724523027,0.00727033834219,0.0067389442694699994,0.004968009000000001,0.0113305919973,0.017436822950400003
WRB,0.051821073264,0.014958858,0.0136365033139,0.014179451000000001,0.014913095953200001,0.032350532,0.0175421270392,0.00820168524834,0.0056659634727,0.0063187172445600005,0.012617096000000001,0.00494197916014,0.0020097501824999997,0.00883429043431,0.003936067,0.0174323377164,0.0229613346578
NOM1,0.102177118042,0.090689164,0.0740806554098,0.102881351,0.0446233771778,0.129007752,0.119933892422,0.0432332904075,0.0214025595927,0.0315437712455,0.054071467000000005,0.0291915179538,0.031365473495200004,0.031975399597099996,0.038056797999999996,0.044773767988499996,0.0865146819826
CLK3,0.11407149973,0.113764209,0.104034779311,0.064943635,0.0532414495905,0.08247192099999999,0.080202399962,0.0387805957256,0.0357516049751,0.038412968476300005,0.076905191,0.0445840084579,0.0462844689432,0.0412463887535,0.03827778,0.055562296972699994,0.08864621979250001
VIPAS39,0.0205631120896,0.021711526000000002,0.0161667385197,0.010608386000000001,0.0133420864302,0.017404487,0.0153769051428,0.00435345778491,0.0080262472868,0.0018926513936099998,0.00781853,0.00351215644262,0.00366827999841,0.00596666701011,0.003108744,0.00402306096329,0.011102007416900001
IKBKB,0.024560310690200003,0.020077802,0.01494268642,0.00806597,0.012641914267299999,0.018581465,0.0193938721307,0.00375249364244,0.00551098182227,0.0025156330922800002,0.00689202,0.00477037452197,0.00413144451757,0.00384183071184,0.003851212,0.00409886214712,0.00509550231028
ZIK1,0.146669082497,0.144650189,0.0829263305789,0.059554996,0.0664909343571,0.073258022,0.07092428726960001,0.029853465446599996,0.0494542309217,0.021239064015599995,0.049894162,0.038175210617,0.024968934315800002,0.0516538265461,0.038245889,0.06868924637780001,0.0442921427048
EYA3,0.005597876111699999,0.0066154180000000005,0.00357656225192,0.00443703,0.0036340985976799998,0.004869543,0.00505781204699,0.0032328350672199994,0.00418655733074,0.00035488743974500004,0.002948473,0.00269011802018,0.00267837937523,0.00165430033701,0.0014500020000000001,0.0024933760802800004,0.00224010554266
TMA16,0.0178766549701,0.017080765,0.006879059867529999,0.005178116,0.00342849007186,0.009327785,0.005337327488430001,0.00195256686789,0.00294646798076,0.00064513768974,0.004424098,0.00160931861219,0.00225909179467,0.00231163869779,0.0020871220000000003,0.0031460298161199995,0.0028796045271700004
PSPC1,0.0017080103913599998,0.0018155679999999998,0.00141792293645,0.001448145,0.000961895621844,0.002151854,0.00162794333067,0.000500924511424,0.00165347398915,0.000265525446306,0.0014123389999999999,0.0009694961170360001,0.000530739552893,0.000851790309255,0.000605405,0.000667742592724,0.0013439005278
YWHAB,0.0285156999833,0.018645122,0.0133368854063,0.013728698000000001,0.0060140862427,0.018840538,0.0190542436578,0.0029340286578600004,0.0032951094098800002,0.00142158882453,0.011229241000000001,0.00368727042811,0.0017201479730899998,0.0045412881346099995,0.003326523,0.00634803112524,0.0140300137078
ZCCHC6,0.0514566572178,0.055240272,0.0456228431455,0.075237326,0.042458636063,0.074168339,0.0679866882558,0.07629811992980001,0.0394665663102,0.061583646244,0.062263302,0.0498186678469,0.0386942181736,0.050710028086199996,0.039843187,0.0375111708357,0.06310582227440001
GEMIN5,0.0105526964624,0.009364662,0.00663348279936,0.006119348,0.00435545843478,0.009505953000000001,0.00890975855625,0.00266722778116,0.00264605842217,0.0014363426277899998,0.005141937,0.0046603308380699995,0.00285251999604,0.0027862109161100003,0.0036356129999999998,0.0038841486300999995,0.00610485135004
P4HB,0.0075854523305200015,0.00880518,0.00460010190146,0.00305849,0.00273791962693,0.006359581,0.00719526435572,0.0006027143164319999,0.0007165312943699999,0.00010360291514700002,0.001391834,0.00041371649938099994,0.00033941946211000004,0.00043062735398800004,0.0002301,0.000806926643714,0.00248005810642
NCAPD2,0.00563145090539,0.002853733,0.00246266872985,0.0012875389999999999,0.00188713380381,0.003268573,0.00249769745513,0.000273539944675,0.000412015004185,3.49468889941e-05,0.00070324,0.00034406354628800005,0.00022284193542099998,0.000393442058438,0.00024984299999999997,0.00034231491684200003,0.000617560140708
YOD1,0.12825050227600002,0.10573272199999999,0.17054545945500002,0.048302687999999996,0.0873838516222,0.030479699,0.107512806255,0.0867884611902,0.121914687801,0.0160350845674,0.066514974,0.0657882145188,0.0364045544303,0.0443841942079,0.070132449,0.0647257836923,0.09324662023039998
MGC72080,0.311502653801,0.20258943100000001,0.198004725289,0.105616411,0.165192047482,0.20739466,0.282418473234,0.0223756463243,0.037648948833599996,0.00828241343619,0.104130217,0.018805553907299998,0.0242615586852,0.040751455706800006,0.025612452999999997,0.033489988035300004,0.0912623214038
SKAP2,0.00255821275503,0.0014845999999999998,0.000721237243952,0.001130958,0.00032548168230999997,0.001845815,0.0008604632077760001,0.00044055293312100004,0.0005877928529939999,0.00037087080743800007,0.000259371,0.00018894648891599997,0.000134678200938,0.00035026775798400003,0.000158818,0.0007387479673280001,0.00139966421848
CCDC86,0.0361570316261,0.035938273,0.0257262591312,0.009105264,0.0179039963348,0.02220584,0.0173219023483,0.00300536885252,0.00792350254203,0.00126422164552,0.01945955,0.007972380878600001,0.004583465905939999,0.00496702520674,0.006592581,0.00674139926168,0.011649127837100001
STRBP,0.00644355499422,0.005282276999999999,0.00389330614381,0.002417148,0.00179030415201,0.006265481,0.005599291924460001,0.000795495404091,0.0021249996360999997,0.00038977719154099997,0.001572934,0.0008769307003139999,0.0012456628315899998,0.0012040590125499998,0.0006732489999999999,0.00137135562484,0.00238367259141
SRA1,0.0493133426219,0.043054728,0.0335685188889,0.04072874,0.022045592204800003,0.063598798,0.0401019595364,0.0146210524078,0.008709202905870001,0.00344309244206,0.01706413,0.00748428917321,0.00384858916419,0.008154841947,0.006268779,0.0066496356837899995,0.0434726980621
CCT5,0.0400027601142,0.0234523,0.0215919499034,0.026970566,0.00992085325128,0.046488869,0.046644086767,0.00757124573626,0.00323955590347,0.00198301258781,0.012418645,0.00399304663679,0.00133615796844,0.00408622150004,0.002241421,0.00454611706615,0.022112996389799997
TNFSF10,0.00140556680089,0.0018305560000000001,0.00167075209847,0.000423495,0.0005033139221849999,0.00279507,0.0012868646322299999,0.00042738073106999994,0.0002861455754709999,0.000141594223972,0.00034003300000000006,0.00016963648472199998,0.000580233981862,0.0007937070719880001,0.00040298,0.00059723717547,0.000106864036691
TTYH3,0.0294421632732,0.019487466000000002,0.00800518934752,0.014110421000000001,0.0064961782102100005,0.028393812,0.031597746457,0.00330617338804,0.00221046268303,0.00128110838738,0.005936923,0.000920192440072,0.0010240213922,0.00174012408095,0.00170665,0.00204330864608,0.0103590360684
SEC24A,0.00179207640494,0.001951341,0.00124237016365,0.001902725,0.00178165567718,0.001892547,0.00180165022449,0.00051729333618,0.000693241730125,0.00040358304442200004,0.000523259,0.000296260795077,0.000282445529009,0.000516363198871,0.000776203,0.000195073622652,0.0014799678965200002
